year,state,abbrev,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white_nh,race_black,race_natamer,race_asian,race_hispanic,percent_male,percent_female,percent_under18,percent_age_18to29,percent_age_30to59,percent_age_60over,percent_race_white,percent_race_black,percent_race_natamer,percent_race_asian,percent_race_hispanic
1978,Utah,UT,Utah_1978,UT_1978,1380684,684254,696430,516854,324179,392759,146892,1258559,9076,18337,18071,55024,0.495590591,0.504409409,0.374346338,0.234795942,0.284466974,0.106390745,0.911547465,0.006573553,0.013281098,0.01308844,0.039852711
1979,Utah,UT,Utah_1979,UT_1979,1420860,704377,716483,528480,337785,403410,151186,1291127,9384,19220,19147,57663,0.495739904,0.504260096,0.371943752,0.237732782,0.283919598,0.106404572,0.90869403,0.006604451,0.013527019,0.013475642,0.040583168
1980,Utah,UT,Utah_1980,UT_1980,1461037,724501,736536,540105,351391,414061,155480,1323695,9691,20103,20224,60302,0.49588135,0.50411865,0.369672363,0.240507941,0.283402131,0.106417565,0.905996905,0.00663296,0.013759405,0.013842223,0.041273424
1981,Utah,UT,Utah_1981,UT_1981,1487219,737627,749592,548839,349983,428221,160176,1344450,9880,20521,25316,62732,0.495977391,0.504022609,0.369037109,0.235327144,0.287934057,0.10770169,0.904002706,0.006643272,0.013798237,0.017022375,0.042180741
1982,Utah,UT,Utah_1982,UT_1982,1513400,750753,762647,557573,348574,442381,164872,1365206,10068,20939,30408,65161,0.496070437,0.503929563,0.368424078,0.230325096,0.29230937,0.108941456,0.902078763,0.00665257,0.013835734,0.020092507,0.043056033
1983,Utah,UT,Utah_1983,UT_1983,1539581,763878,775703,566307,347166,456541,169568,1385960,10257,21357,35501,67591,0.496159669,0.503840331,0.367831897,0.225493819,0.296535876,0.110139057,0.900218956,0.006662202,0.013871956,0.023058871,0.043902205
1984,Utah,UT,Utah_1984,UT_1984,1565762,777004,788758,575041,345757,470701,174264,1406716,10445,21775,40593,70020,0.496246556,0.503753444,0.36725952,0.220823471,0.300621039,0.111296608,0.898422621,0.006670873,0.013906967,0.025925396,0.04471944
1985,Utah,UT,Utah_1985,UT_1985,1591944,790130,801814,583775,344349,484861,178960,1427471,10634,22193,45685,72450,0.496330273,0.503669727,0.366705738,0.216307232,0.304571643,0.112416015,0.89668418,0.006679883,0.013940817,0.028697618,0.045510395
1986,Utah,UT,Utah_1986,UT_1986,1618125,803256,814869,592508,342941,499020,183655,1448227,10822,22611,50777,74879,0.496411587,0.503588413,0.366169486,0.211937273,0.308393975,0.113498648,0.895003167,0.006687988,0.013973581,0.031380147,0.046275164
1987,Utah,UT,Utah_1987,UT_1987,1644307,816382,827925,601242,341532,513180,188351,1468982,11011,23029,55869,77309,0.496490011,0.503509989,0.365650697,0.207705739,0.312095004,0.114547344,0.893374534,0.006696438,0.014005292,0.033977232,0.047016159
1988,Utah,UT,Utah_1988,UT_1988,1670487,829507,840980,609976,340124,527340,193047,1489737,11199,23447,60962,79738,0.496565971,0.503434029,0.365148606,0.20360769,0.315680397,0.115563306,0.891798021,0.006704033,0.014036027,0.036493549,0.047733386
1989,Utah,UT,Utah_1989,UT_1989,1696669,842633,854036,618710,338715,541500,197743,1510492,11388,23865,66054,82168,0.496639592,0.503360408,0.364661581,0.199635285,0.319154767,0.116547777,0.89026911,0.006711975,0.014065796,0.038931577,0.04842901
1990,Utah,UT,Utah_1990,UT_1990,1722850,855759,867091,627444,337307,555660,202439,1531248,11576,24283,71146,84597,0.496711263,0.503288737,0.36418957,0.195784311,0.322523725,0.117502394,0.888787764,0.006719099,0.014094669,0.041295528,0.04910294
1991,Utah,UT,Utah_1991,UT_1991,1773882,882086,891796,636569,353167,576683,207463,1557265,12184,24823,78597,96293,0.497263065,0.502736935,0.358856452,0.199092724,0.325096596,0.116954228,0.877885338,0.006868552,0.013993603,0.044307908,0.054283769
1992,Utah,UT,Utah_1992,UT_1992,1824913,908413,916500,645695,369027,597706,212487,1583282,12792,25363,86048,107989,0.497784278,0.502215722,0.353822347,0.202216215,0.327525751,0.116436784,0.86759314,0.007009649,0.013898197,0.047151837,0.059174876
1993,Utah,UT,Utah_1993,UT_1993,1875946,934741,941205,654820,384886,618729,217510,1609298,13400,25903,93500,119686,0.498277136,0.501722864,0.34906122,0.205169019,0.329822394,0.115946834,0.857859448,0.007143063,0.013807967,0.04984152,0.063800344
1994,Utah,UT,Utah_1994,UT_1994,1926978,961068,965910,663946,400746,639752,222534,1635315,14008,26443,100951,131382,0.498743629,0.501256371,0.344552974,0.207966048,0.331997563,0.115483415,0.848642278,0.007269414,0.013722523,0.052388247,0.068180332
1995,Utah,UT,Utah_1995,UT_1995,1978010,987395,990615,673071,416606,660775,227558,1661332,14617,26984,108402,143078,0.499186051,0.500813949,0.340276844,0.210618753,0.334060495,0.115043908,0.839900708,0.00738975,0.013641994,0.054803565,0.072334316
1996,Utah,UT,Utah_1996,UT_1996,2029041,1013722,1015319,682196,432466,681797,232582,1687349,15225,27524,115853,154774,0.499606464,0.500393536,0.336215976,0.213138128,0.336019331,0.114626565,0.831599263,0.007503545,0.013565029,0.057097417,0.076279385
1997,Utah,UT,Utah_1997,UT_1997,2080073,1040049,1040024,691322,448326,702820,237606,1713366,15833,28064,123304,166470,0.500006009,0.499993991,0.332354682,0.215533782,0.337882372,0.114229645,0.823704745,0.007611752,0.013491834,0.059278689,0.080030845
1998,Utah,UT,Utah_1998,UT_1998,2131106,1066377,1064729,700447,464185,723843,242629,1739382,16441,28604,130756,178167,0.500386654,0.499613346,0.328677691,0.21781413,0.339656028,0.113851212,0.816187463,0.007714773,0.013422139,0.061355934,0.083603068
1999,Utah,UT,Utah_1999,UT_1999,2182137,1092704,1089433,709573,480045,744866,247653,1765399,17049,29144,138207,189863,0.500749495,0.499250505,0.325173442,0.219988479,0.341347037,0.113491041,0.80902299,0.007812983,0.013355715,0.06333562,0.087007828
2000,Utah,UT,Utah_2000,UT_2000,2233169,1119031,1114138,718698,495905,765889,252677,1791416,17657,29684,145658,201559,0.501095528,0.498904472,0.321828755,0.222063355,0.342960609,0.113147281,0.802185594,0.007906701,0.013292321,0.065224799,0.09025694
2001,Utah,UT,Utah_2001,UT_2001,2286241,1145960,1140281,733931,501073,821315,263067,1814397,18820,30008,155752,217237,0.501241995,0.498758005,0.321020837,0.219168933,0.35924253,0.115065297,0.793615809,0.008231853,0.013125475,0.068125801,0.095019291
2002,Utah,UT,Utah_2002,UT_2002,2339312,1172888,1166424,749164,506241,876740,273458,1837377,19983,30333,165845,232915,0.501381603,0.498618397,0.320249714,0.216405935,0.374785407,0.116896763,0.785434777,0.008542255,0.012966633,0.070894776,0.099565599
2003,Utah,UT,Utah_2003,UT_2003,2392384,1199817,1192567,764397,511408,932166,283848,1860358,21146,30657,175939,248593,0.501515225,0.498484775,0.31951267,0.213765014,0.389638954,0.118646505,0.777616804,0.008838882,0.012814414,0.073541288,0.103910158
2004,Utah,UT,Utah_2004,UT_2004,2445455,1226745,1218710,779630,516576,987591,294239,1883338,22309,30981,186032,264271,0.501642844,0.498357156,0.318807747,0.211239217,0.403847546,0.120320758,0.770138072,0.009122638,0.012668808,0.076072551,0.108066188
2005,Utah,UT,Utah_2005,UT_2005,2498527,1253674,1244853,794863,521744,1043017,304629,1906318,23472,31306,196126,279950,0.50176524,0.49823476,0.318132644,0.208820637,0.417452763,0.121923437,0.762976746,0.009394335,0.012529783,0.07849665,0.112046018
2006,Utah,UT,Utah_2006,UT_2006,2551599,1280603,1270996,810095,526912,1098442,315019,1929298,24635,31630,206219,295628,0.501882545,0.498117455,0.317485232,0.206502668,0.430491625,0.123459446,0.756113323,0.00965473,0.012396148,0.080819517,0.115859898
2007,Utah,UT,Utah_2007,UT_2007,2604670,1307531,1297139,825328,532080,1153868,325410,1952279,25798,31954,216313,311306,0.501994878,0.498005122,0.316864708,0.204279237,0.442999689,0.124933293,0.749530267,0.009904518,0.012267965,0.08304814,0.119518403
2008,Utah,UT,Utah_2008,UT_2008,2657742,1334460,1323282,840561,537247,1209293,335800,1975259,26961,32278,226406,326984,0.502102913,0.497897087,0.316268848,0.202144151,0.455007672,0.126347855,0.743209461,0.010144326,0.012144896,0.085187351,0.123030753
2009,Utah,UT,Utah_2009,UT_2009,2710813,1361388,1349425,855794,542415,1264719,346191,1998240,28124,32603,236500,342662,0.502206534,0.497793466,0.315696435,0.200093109,0.466546014,0.127707444,0.737136793,0.010374747,0.012027019,0.0872432,0.126405621
2010,Utah,UT,Utah_2010,UT_2010,2763885,1388317,1375568,871027,547583,1320144,356581,2021220,29287,32927,246593,358340,0.502306355,0.497693645,0.315145891,0.198120761,0.477640712,0.129014413,0.731296707,0.010596316,0.011913303,0.089219703,0.129650836
2011,Utah,UT,Utah_2011,UT_2011,2816957,1415246,1401711,886260,552751,1375570,366971,2044201,30450,33251,256687,374018,0.502402415,0.497597585,0.314616091,0.196222733,0.488317713,0.130272134,0.725677034,0.010809537,0.011803872,0.091122087,0.13277377
2012,Utah,UT,Utah_2012,UT_2012,2870028,1442174,1427854,901493,557919,1430995,377362,2067181,31613,33576,266780,389696,0.502494749,0.497505251,0.314105995,0.194394968,0.498599665,0.131483735,0.720265098,0.011014875,0.011698841,0.092953797,0.135781254
2013,Utah,UT,Utah_2013,UT_2013,2923100,1469103,1453997,916726,563086,1486421,387752,2090162,32776,33900,276874,405374,0.502583901,0.497416099,0.313614314,0.192633163,0.508508433,0.132650953,0.715049776,0.011212754,0.011597277,0.094719305,0.138679484
2014,Utah,UT,Utah_2014,UT_2014,2976171,1496031,1480140,931959,568254,1541846,398143,2113142,33939,34224,286967,421052,0.502669705,0.497330295,0.313140273,0.190934593,0.518063646,0.133776923,0.710020358,0.011403579,0.011499339,0.096421543,0.141474398
2015,Utah,UT,Utah_2015,UT_2015,3029243,1522960,1506283,947192,573422,1597272,408533,2136122,35102,34549,297061,436731,0.502752668,0.497247332,0.31268274,0.189295477,0.527284209,0.134863066,0.705166934,0.011587713,0.01140516,0.098064434,0.144171663
2016,Utah,UT,Utah_2016,UT_2016,3082315,1549889,1532426,962424,578590,1652697,418923,2159102,36265,34873,307154,452409,0.502832773,0.497167227,0.312240637,0.187712807,0.536186924,0.135911807,0.700480645,0.011765507,0.011313899,0.099650425,0.146775719
2017,Utah,UT,Utah_2017,UT_2017,3135386,1576817,1558569,977657,583758,1708123,429314,2182083,37428,35197,317248,468087,0.502910009,0.497089991,0.31181392,0.186183775,0.544788744,0.136925406,0.695953544,0.011937286,0.011225731,0.101183076,0.149291666
2018,Utah,UT,Utah_2018,UT_2018,3188458,1603746,1584712,992890,588925,1763548,439704,2205063,38591,35521,327341,483765,0.502984828,0.497015172,0.311401311,0.184705271,0.553103726,0.137904906,0.691576618,0.012103343,0.011140495,0.10266436,0.151723811
1970,Vermont,VT,Vermont_1970,VT_1970,444330,217166,227164,156766,83779,137322,66463,440943,761,229,787,1610,0.488749353,0.511250647,0.35281435,0.188551302,0.309054081,0.149580267,0.992377287,0.001712691,0.000515383,0.001771206,0.003623433
1971,Vermont,VT,Vermont_1971,VT_1971,451042,220357,230685,155621,86997,140689,67736,447224,804,313,872,1779,0.488550955,0.511449045,0.345025519,0.192880042,0.311919954,0.150176702,0.991535156,0.001782539,0.000693949,0.001933301,0.0039442
1972,Vermont,VT,Vermont_1972,VT_1972,457755,223549,234206,154476,90214,144057,69008,453504,846,397,958,1949,0.488359494,0.511640506,0.337464364,0.197079224,0.31470328,0.150753132,0.990713373,0.00184815,0.000867276,0.002092823,0.004257736
1973,Vermont,VT,Vermont_1973,VT_1973,464468,226740,237728,153332,93432,147424,70281,459785,889,481,1043,2118,0.488171413,0.511828587,0.330123927,0.201159176,0.317403998,0.151315053,0.989917497,0.001914018,0.001035593,0.00224558,0.004560056
1974,Vermont,VT,Vermont_1974,VT_1974,471181,229932,241249,152187,96649,150791,71553,466065,932,565,1128,2288,0.487990815,0.512009185,0.322990528,0.20512075,0.32002776,0.15185884,0.989142177,0.001978008,0.001199115,0.002393984,0.004855883
1975,Vermont,VT,Vermont_1975,VT_1975,477893,233123,244770,151042,99867,154159,72826,472346,975,649,1214,2457,0.487814218,0.512185782,0.316058197,0.208973557,0.322580578,0.152389761,0.988392799,0.002040206,0.001358045,0.002540318,0.005141318
1976,Vermont,VT,Vermont_1976,VT_1976,484605,236314,248291,149897,103084,157526,74099,478626,1017,732,1299,2626,0.487642513,0.512357487,0.309317898,0.212717574,0.325060616,0.152905975,0.987662117,0.002098616,0.001510509,0.002680534,0.005418846
1977,Vermont,VT,Vermont_1977,VT_1977,491318,239506,251812,148752,106302,160893,75371,484906,1060,816,1384,2796,0.487476543,0.512523457,0.302761145,0.216360891,0.327472228,0.153405737,0.986949389,0.002157462,0.001660839,0.002816913,0.005690815
1978,Vermont,VT,Vermont_1978,VT_1978,498031,242697,255334,147608,109519,164260,76644,491187,1103,900,1469,2965,0.487313039,0.512686961,0.296383157,0.219903982,0.329818827,0.153894035,0.986257884,0.002214722,0.001807116,0.002949616,0.005953445
1979,Vermont,VT,Vermont_1979,VT_1979,504744,245889,258855,146463,112737,167628,77916,497467,1145,984,1555,3135,0.487155865,0.512844135,0.29017284,0.22335481,0.332104988,0.154367362,0.98558279,0.002268477,0.001949503,0.00308077,0.006211069
1980,Vermont,VT,Vermont_1980,VT_1980,511456,249080,262376,145318,115954,170995,79189,503748,1188,1068,1640,3304,0.487001814,0.512998186,0.284126103,0.226713539,0.334329835,0.154830523,0.9849293,0.00232278,0.002088156,0.003206532,0.006459989
1981,Vermont,VT,Vermont_1981,VT_1981,516586,251721,264865,145095,115201,176156,80135,508516,1264,1131,1878,3340,0.487278014,0.512721986,0.280872885,0.223004495,0.341000337,0.155124219,0.984378206,0.002446834,0.002189374,0.003635406,0.006465526
1982,Vermont,VT,Vermont_1982,VT_1982,521716,254362,267354,144871,114449,181317,81080,513284,1341,1194,2117,3375,0.487548781,0.512451219,0.277681727,0.219370309,0.347539658,0.155410223,0.98383795,0.002570364,0.002288601,0.004057763,0.006469037
1983,Vermont,VT,Vermont_1983,VT_1983,526847,257004,269843,144648,113696,186478,82026,518052,1417,1256,2355,3411,0.487815248,0.512184752,0.274554093,0.215804588,0.353950957,0.15569226,0.983306349,0.002689585,0.002383994,0.004469988,0.006474365
1984,Vermont,VT,Vermont_1984,VT_1984,531977,259645,272332,144424,112943,191639,82971,522819,1493,1319,2593,3447,0.488075612,0.511924388,0.271485421,0.212308051,0.360239258,0.155967269,0.98278497,0.002806512,0.002479431,0.004874271,0.006479603
1985,Vermont,VT,Vermont_1985,VT_1985,537107,262286,274821,144201,112191,196800,83917,527587,1570,1382,2832,3483,0.488331003,0.511668997,0.268477231,0.208880167,0.366407438,0.156238887,0.982275413,0.002923067,0.002573044,0.005272692,0.006484741
1986,Vermont,VT,Vermont_1986,VT_1986,542237,264927,277310,143977,111438,201960,84862,532356,1646,1445,3070,3518,0.488581561,0.511418439,0.265524116,0.205515301,0.372457062,0.156503522,0.981777341,0.003035573,0.002664886,0.005661731,0.006487938
1987,Vermont,VT,Vermont_1987,VT_1987,547367,267568,279799,143754,110685,207121,85808,537123,1722,1508,3308,3554,0.488827423,0.511172577,0.262628182,0.202213506,0.378395117,0.156765022,0.981284951,0.00314597,0.002755007,0.006043477,0.006492901
1988,Vermont,VT,Vermont_1988,VT_1988,552498,270210,282288,143530,109932,212282,86753,541891,1798,1570,3546,3590,0.489069644,0.510930356,0.259783746,0.198972666,0.384222205,0.157019573,0.98080174,0.00325431,0.002841639,0.006418123,0.006497761
1989,Vermont,VT,Vermont_1989,VT_1989,557628,272851,284777,143307,109180,217443,87699,546659,1875,1633,3785,3625,0.489306491,0.510693509,0.25699391,0.195793612,0.389942758,0.157271514,0.98032918,0.003362457,0.002928476,0.006787679,0.00650075
1990,Vermont,VT,Vermont_1990,VT_1990,562758,275492,287266,143083,108427,222604,88644,551427,1951,1696,4023,3661,0.48953902,0.51046098,0.25425316,0.192670739,0.395559015,0.157517085,0.979865235,0.003466854,0.003013729,0.007148721,0.006505461
1991,Vermont,VT,Vermont_1991,VT_1991,567365,277777,289588,143527,106661,227215,89962,554655,2062,1768,4301,3845,0.489591357,0.510408643,0.252971191,0.18799362,0.400474122,0.158561067,0.977598195,0.003634345,0.00311616,0.007580658,0.006776943
1992,Vermont,VT,Vermont_1992,VT_1992,571972,280061,291911,143971,104895,231825,91281,557882,2173,1841,4579,4030,0.489641101,0.510358899,0.251709874,0.183391844,0.405308302,0.15958998,0.975365927,0.003799137,0.003218689,0.008005637,0.007045799
1993,Vermont,VT,Vermont_1993,VT_1993,576579,282346,294233,144415,103129,236436,92599,561110,2285,1913,4856,4214,0.489691786,0.510308214,0.250468713,0.178863608,0.410066964,0.160600716,0.973171066,0.00396303,0.003317845,0.00842209,0.007308626
1994,Vermont,VT,Vermont_1994,VT_1994,581186,284630,296556,144859,101363,241046,93917,564338,2396,1986,5134,4398,0.489739946,0.510260054,0.249247229,0.174407161,0.414748463,0.161595427,0.971011002,0.004122604,0.00341715,0.008833661,0.007567285
1995,Vermont,VT,Vermont_1995,VT_1995,585793,286915,298878,145303,99598,245657,95236,567565,2507,2058,5412,4583,0.489789055,0.510210945,0.248044958,0.170022516,0.419358033,0.1625762,0.968883206,0.004279669,0.003513186,0.009238758,0.007823583
1996,Vermont,VT,Vermont_1996,VT_1996,590399,289199,301200,145747,97832,250267,96554,570793,2618,2130,5690,4767,0.489836534,0.510163466,0.246861868,0.165704888,0.423894688,0.16354025,0.966791949,0.004434289,0.00360773,0.00963755,0.008074201
1997,Vermont,VT,Vermont_1997,VT_1997,595007,291484,303523,146191,96066,254878,97872,574021,2729,2203,5968,4951,0.489883312,0.510116688,0.245696269,0.161453563,0.428361347,0.164488821,0.964729827,0.004586501,0.003702477,0.010030134,0.008320911
1998,Vermont,VT,Vermont_1998,VT_1998,599613,293768,305845,146635,94300,259488,99190,577249,2841,2275,6245,5135,0.489929338,0.510070662,0.244549401,0.157268105,0.43275913,0.165423365,0.96270261,0.004738056,0.003794114,0.010415051,0.008563857
1999,Vermont,VT,Vermont_1999,VT_1999,604221,296053,308168,147079,92534,264099,100509,580476,2952,2348,6523,5320,0.489974695,0.510025305,0.243419213,0.153145952,0.437090071,0.166344765,0.960701465,0.00488563,0.003885995,0.010795719,0.008804725
2000,Vermont,VT,Vermont_2000,VT_2000,608827,298337,310490,147523,90768,268709,101827,583704,3063,2420,6801,5504,0.490019332,0.509980668,0.242306928,0.149086686,0.441355262,0.167251124,0.958735404,0.005030986,0.003974857,0.011170661,0.009040335
2001,Vermont,VT,Vermont_2001,VT_2001,610519,299324,311195,145694,91723,274840,104876,584042,3384,2399,7142,5874,0.490277944,0.509722056,0.238639584,0.150237749,0.45017436,0.171781714,0.95663198,0.005542825,0.003929444,0.011698244,0.009621322
2002,Vermont,VT,Vermont_2002,VT_2002,612210,300311,311899,143865,92677,280970,107924,584380,3706,2377,7483,6245,0.490535927,0.509464073,0.234992895,0.151381062,0.458943826,0.176285915,0.954541742,0.006053478,0.003882655,0.01222293,0.010200748
2003,Vermont,VT,Vermont_2003,VT_2003,613902,301298,312604,142036,93632,287101,110973,584718,4027,2356,7824,6615,0.49079169,0.50920831,0.231365918,0.152519458,0.467665849,0.180766637,0.952461468,0.006559679,0.003837746,0.012744705,0.010775335
2004,Vermont,VT,Vermont_2004,VT_2004,615593,302285,313308,140207,94586,293231,114021,585056,4349,2335,8165,6986,0.491046844,0.508953156,0.22775925,0.15365022,0.476339075,0.185221404,0.950394173,0.007064733,0.003793091,0.013263634,0.011348407
2005,Vermont,VT,Vermont_2005,VT_2005,617285,303272,314013,138378,95541,299362,117070,585394,4670,2314,8507,7356,0.491299805,0.508700195,0.224171979,0.154776157,0.484965616,0.189653078,0.948336668,0.007565387,0.003748674,0.013781317,0.0119167
