year,state,abbrev,combo1,combo2,total_population,total_male,total_female,age_under18,age_18to29,age_30to59,age_60over,race_white_nh,race_black,race_natamer,race_asian,race_hispanic,percent_male,percent_female,percent_under18,percent_age_18to29,percent_age_30to59,percent_age_60over,percent_race_white,percent_race_black,percent_race_natamer,percent_race_asian,percent_race_hispanic
1987,Iowa,IA,Iowa_1987,IA_1987,2817871,1366278,1451593,750978,532636,990639,543618,2700047,46331,7047,30912,30514,0.484861798,0.515138202,0.266505457,0.189020718,0.351555838,0.192917987,0.958186872,0.016441846,0.002500824,0.010969984,0.010828743
1988,Iowa,IA,Iowa_1988,IA_1988,2804166,1359120,1445046,740279,518534,998455,546898,2683512,46918,7148,33350,31225,0.484678867,0.515321133,0.263992574,0.184915586,0.356061303,0.195030537,0.956973303,0.016731534,0.002549064,0.011893019,0.011135218
1989,Iowa,IA,Iowa_1989,IA_1989,2790461,1351961,1438500,729579,504431,1006271,550179,2666978,47504,7248,35788,31936,0.484493781,0.515506219,0.261454649,0.180769772,0.360611024,0.197164196,0.955748172,0.01702371,0.00259742,0.012825121,0.011444704
1990,Iowa,IA,Iowa_1990,IA_1990,2776755,1344802,1431953,718880,490329,1014087,553459,2650443,48090,7349,38226,32647,0.484307042,0.515692958,0.258892124,0.176583458,0.365205789,0.199318629,0.954510931,0.017318777,0.002646614,0.013766429,0.011757249
1991,Iowa,IA,Iowa_1991,IA_1991,2791712,1353873,1437839,720356,488823,1028963,553570,2652015,49466,7513,41910,37630,0.484961558,0.515038442,0.25803378,0.175097933,0.368577776,0.198290511,0.949960096,0.017718876,0.00269118,0.015012294,0.013479184
1992,Iowa,IA,Iowa_1992,IA_1992,2806669,1362945,1443724,721832,487317,1043839,553682,2653588,50843,7677,45594,42612,0.485609454,0.514390546,0.257184584,0.17362824,0.371913824,0.197273708,0.945458121,0.018115068,0.002735271,0.01624488,0.01518241
1993,Iowa,IA,Iowa_1993,IA_1993,2821626,1372016,1449610,723307,485810,1058715,553793,2655160,52219,7841,49277,47595,0.486250127,0.513749873,0.256344037,0.172173775,0.375214504,0.19626733,0.941003521,0.018506705,0.002778894,0.017464044,0.016867934
1994,Iowa,IA,Iowa_1994,IA_1994,2836582,1381087,1455495,724783,484304,1073591,553905,2656733,53595,8005,52961,52577,0.486884215,0.513115785,0.255512797,0.170735061,0.378480509,0.195271986,0.93659658,0.018894218,0.002822058,0.01867071,0.018535336
1995,Iowa,IA,Iowa_1995,IA_1995,2851540,1390159,1461381,726259,482798,1088467,554016,2658305,54972,8169,56645,57560,0.48751166,0.51248834,0.254690097,0.169311319,0.381711987,0.194286596,0.932234863,0.019278004,0.002864768,0.019864705,0.020185584
1996,Iowa,IA,Iowa_1996,IA_1996,2866497,1399230,1467267,727735,481292,1103342,554127,2659877,56348,8333,60329,62543,0.488132379,0.511867621,0.253876072,0.167902496,0.384909525,0.193311558,0.92791899,0.019657443,0.002907033,0.021046246,0.021818617
1997,Iowa,IA,Iowa_1997,IA_1997,2881453,1408301,1473152,729211,479786,1118218,554239,2661450,57724,8497,64013,67525,0.488746823,0.511253177,0.253070586,0.166508355,0.38807435,0.192347055,0.92364859,0.020032949,0.002948859,0.022215528,0.023434358
1998,Iowa,IA,Iowa_1998,IA_1998,2896410,1417372,1479038,730686,478279,1133094,554350,2663022,59100,8661,67696,72508,0.489354753,0.510645247,0.252272986,0.16512821,0.391206355,0.191392103,0.919421629,0.02040457,0.002990253,0.023372382,0.025033749
1999,Iowa,IA,Iowa_1999,IA_1999,2911367,1426444,1484923,732162,476773,1147970,554462,2664595,60477,8825,71380,77490,0.48995678,0.51004322,0.251483925,0.16376259,0.39430618,0.190447305,0.915238443,0.020772716,0.003031222,0.024517692,0.026616363
2000,Iowa,IA,Iowa_2000,IA_2000,2926324,1435515,1490809,733638,475267,1162846,554573,2666167,61853,8989,75064,82473,0.490552311,0.509447689,0.25070293,0.162410929,0.397374317,0.189511824,0.911097677,0.021136757,0.003071772,0.025651295,0.02818314
2001,Iowa,IA,Iowa_2001,IA_2001,2938327,1442795,1495532,733074,478111,1197799,561240,2662552,64583,9199,78681,89380,0.491026016,0.508973984,0.249486868,0.162715382,0.407646596,0.191006651,0.906145572,0.021979514,0.003130693,0.026777483,0.03041867
2002,Iowa,IA,Iowa_2002,IA_2002,2950330,1450076,1500254,732509,480956,1232752,567907,2658937,67312,9408,82297,96287,0.491496206,0.508503794,0.248280362,0.163017696,0.417835293,0.192489315,0.90123376,0.022815075,0.003188796,0.027894168,0.03263601
2003,Iowa,IA,Iowa_2003,IA_2003,2962333,1457356,1504977,731945,483800,1267705,574575,2655322,70042,9618,85914,103194,0.491962247,0.508037753,0.247083971,0.163317223,0.427941423,0.193960301,0.896361753,0.023644202,0.003246765,0.029002141,0.034835381
2004,Iowa,IA,Iowa_2004,IA_2004,2974337,1464637,1509700,731380,486644,1302658,581242,2651707,72771,9827,89530,110101,0.492424698,0.507575302,0.245896817,0.163614278,0.437965839,0.195419013,0.891528768,0.024466293,0.00330393,0.030100826,0.037016989
2005,Iowa,IA,Iowa_2005,IA_2005,2986340,1471917,1514423,730816,489489,1337612,587909,2648092,75501,10037,93147,117009,0.492883262,0.507116738,0.244719623,0.163909334,0.447910151,0.196866063,0.886734933,0.025282118,0.00336097,0.031191023,0.039181406
2006,Iowa,IA,Iowa_2006,IA_2006,2998342,1479197,1519145,730251,492333,1372565,594576,2644477,78230,10246,96763,123916,0.493338318,0.506661682,0.243551603,0.164201749,0.457774663,0.198301595,0.881979774,0.026091086,0.003417222,0.032272169,0.041328174
2007,Iowa,IA,Iowa_2007,IA_2007,3010346,1486478,1523868,729687,495177,1407518,601243,2640862,80960,10456,100380,130823,0.49378975,0.50621025,0.242393067,0.164491723,0.467560207,0.199725546,0.877261949,0.026893919,0.003473355,0.033345004,0.043457795
2008,Iowa,IA,Iowa_2008,IA_2008,3022349,1493758,1528591,729122,498021,1442471,607911,2637247,83689,10665,103996,137730,0.494237429,0.505762571,0.241243483,0.164779448,0.477268178,0.201138585,0.872581889,0.027690052,0.003528712,0.034408998,0.045570515
2009,Iowa,IA,Iowa_2009,IA_2009,3034352,1501039,1533313,728558,500866,1477424,614578,2633632,86419,10875,107613,144637,0.494681896,0.505318104,0.240103324,0.165065226,0.486899345,0.202540114,0.867938855,0.028480216,0.003583961,0.035464903,0.04766652
2010,Iowa,IA,Iowa_2010,IA_2010,3046355,1508319,1538036,727993,503710,1512377,621245,2630017,89148,11084,111229,151544,0.495122532,0.504877468,0.23897182,0.165348425,0.496454615,0.203930599,0.863332409,0.029263825,0.003638447,0.03651216,0.049746008
2011,Iowa,IA,Iowa_2011,IA_2011,3058358,1515599,1542759,727429,506554,1547330,627912,2626402,91878,11294,114846,158451,0.495559709,0.504440291,0.237849526,0.1656294,0.505934884,0.20531017,0.85876212,0.030041611,0.003692831,0.037551523,0.051809173
2012,Iowa,IA,Iowa_2012,IA_2012,3070361,1522880,1547481,726864,509399,1582283,634579,2622787,94607,11503,118462,165358,0.495993794,0.504006206,0.23673568,0.165908504,0.51534103,0.206678954,0.854227565,0.030812989,0.003746465,0.038582434,0.053856208
2013,Iowa,IA,Iowa_2013,IA_2013,3082364,1530160,1552204,726300,512243,1617236,641247,2619172,97337,11713,122079,172265,0.496424173,0.503575827,0.235630834,0.16618511,0.524673919,0.208037402,0.849728325,0.031578684,0.003800005,0.03960564,0.055887299
2014,Iowa,IA,Iowa_2014,IA_2014,3094368,1537441,1556927,725735,515087,1652189,647914,2615557,100066,11922,125695,179172,0.496851376,0.503148624,0.23453416,0.166459516,0.533934231,0.209384921,0.845263718,0.032338106,0.003852806,0.040620573,0.057902615
2015,Iowa,IA,Iowa_2015,IA_2015,3106371,1544721,1561650,725171,517932,1687143,654581,2611942,102796,12132,129312,186080,0.497275116,0.502724884,0.233446359,0.166732177,0.543123471,0.210722093,0.840833886,0.033091991,0.003905522,0.041627996,0.059902697
2016,Iowa,IA,Iowa_2016,IA_2016,3118373,1552001,1566372,724606,520776,1722096,661248,2608327,105525,12341,132928,192987,0.497695754,0.502304246,0.232366686,0.167002472,0.552241826,0.21204904,0.836438425,0.033839762,0.003957512,0.042627357,0.06188708
2017,Iowa,IA,Iowa_2017,IA_2017,3130377,1559282,1571095,724042,523620,1757049,667915,2604712,108255,12551,136545,199894,0.498113167,0.501886833,0.231295464,0.167270588,0.561289902,0.213365674,0.832076137,0.034582097,0.004009421,0.043619347,0.063856206
2018,Iowa,IA,Iowa_2018,IA_2018,3142380,1566562,1575818,723477,526464,1792002,674583,2601097,110984,12760,140161,206801,0.498527231,0.501472769,0.230232181,0.167536708,0.570269032,0.214672637,0.82774744,0.035318453,0.004060616,0.044603453,0.065810309
1970,Kansas,KS,Kansas_1970,KS_1970,2246578,1101573,1145005,746354,413287,719392,367545,2067943,106977,8672,8861,54125,0.490333743,0.509666257,0.332218156,0.183962898,0.320216792,0.163602154,0.920485734,0.047617755,0.003860093,0.003944221,0.024092197
1971,Kansas,KS,Kansas_1971,KS_1971,2258288,1107110,1151178,736622,424898,724748,372020,2071820,108915,9601,9729,55046,0.490243051,0.509756949,0.326186031,0.188150493,0.320928066,0.16473541,0.917429486,0.048229012,0.004251451,0.004308131,0.024375102
1972,Kansas,KS,Kansas_1972,KS_1972,2269999,1112647,1157352,726890,436510,730103,376495,2075696,110853,10530,10597,55968,0.490153079,0.509846921,0.320216,0.192295239,0.321631419,0.165856901,0.914403927,0.048833942,0.004638769,0.004668284,0.024655517
1973,Kansas,KS,Kansas_1973,KS_1973,2281708,1118183,1163525,717158,448121,735459,380970,2079572,112791,11458,11464,56889,0.490064022,0.509935978,0.314307528,0.196397173,0.322328273,0.166967026,0.911410224,0.049432706,0.005021677,0.005024306,0.024932638
1974,Kansas,KS,Kansas_1974,KS_1974,2293418,1123720,1169698,707426,459732,740814,385445,2083448,114729,12387,12332,57811,0.489976097,0.510023903,0.308459252,0.200457134,0.323017435,0.168065743,0.908446694,0.050025333,0.005401109,0.005377127,0.025207354
1975,Kansas,KS,Kansas_1975,KS_1975,2305129,1129257,1175872,697695,471344,746170,389921,2087325,116667,13316,13200,58732,0.489888852,0.510111148,0.302670697,0.204476192,0.323699888,0.169153657,0.905513314,0.050611918,0.005776683,0.005726361,0.025478834
1976,Kansas,KS,Kansas_1976,KS_1976,2316839,1134794,1182045,687963,482955,751526,394396,2091202,118604,14245,14068,59653,0.489802701,0.510197299,0.296940357,0.208454278,0.324375582,0.170230215,0.902609979,0.051192163,0.006148463,0.006072066,0.025747581
1977,Kansas,KS,Kansas_1977,KS_1977,2328549,1140331,1188218,678231,494566,756881,398871,2095078,120542,15174,14936,60575,0.489717416,0.510282584,0.291267652,0.212392352,0.325044051,0.171295944,0.899735415,0.051767002,0.006516504,0.006414295,0.026014054
1978,Kansas,KS,Kansas_1978,KS_1978,2340258,1145867,1194391,668499,506177,762237,403346,2098954,122480,16102,15803,61496,0.489632767,0.510367233,0.285651838,0.21629111,0.325706396,0.172351083,0.896890001,0.05233611,0.006880438,0.006752674,0.026277445
1979,Kansas,KS,Kansas_1979,KS_1979,2351969,1151404,1200565,658767,517789,767592,407821,2102830,124418,17031,16671,62418,0.489548969,0.510451031,0.280091702,0.220151286,0.326361444,0.173395568,0.894072158,0.052899507,0.007241167,0.007088104,0.026538615
1980,Kansas,KS,Kansas_1980,KS_1980,2363679,1156941,1206738,649035,529400,772948,412296,2106707,126356,17960,17539,63339,0.489466209,0.510533791,0.274586778,0.223972883,0.327010563,0.174429777,0.891283038,0.053457343,0.007598324,0.007420212,0.026796786
1981,Kansas,KS,Kansas_1981,KS_1981,2375068,1162711,1212357,650293,522052,786882,415842,2109868,128028,18361,23840,66372,0.48954851,0.51045149,0.27379974,0.219805075,0.331309251,0.175086355,0.888340039,0.053904983,0.007730726,0.010037607,0.027945305
1982,Kansas,KS,Kansas_1982,KS_1982,2386458,1168482,1217976,651551,514703,800815,419389,2113029,129700,18761,30141,69405,0.489630239,0.510369761,0.273020099,0.215676538,0.33556635,0.175737013,0.885424759,0.054348327,0.007861442,0.012630015,0.02908285
1983,Kansas,KS,Kansas_1983,KS_1983,2397847,1174252,1223595,652809,507355,814749,422935,2116190,131372,19162,36441,72438,0.489710978,0.510289022,0.272247979,0.211587728,0.339783564,0.176381145,0.882537543,0.054787482,0.007991336,0.015197383,0.030209601
1984,Kansas,KS,Kansas_1984,KS_1984,2409237,1180023,1229214,654067,500007,828682,426481,2119351,133044,19562,42742,75471,0.489791166,0.510208834,0.271483046,0.20753749,0.343960349,0.177019114,0.879677259,0.055222463,0.008119583,0.017740886,0.031325685
1985,Kansas,KS,Kansas_1985,KS_1985,2420627,1185793,1234834,655325,492659,842616,430028,2122511,134716,19963,49043,78505,0.489870187,0.510129813,0.270725312,0.203525368,0.348098241,0.177651493,0.876843479,0.055653349,0.008247037,0.020260453,0.03243168
1986,Kansas,KS,Kansas_1986,KS_1986,2432016,1191563,1240453,656582,485310,856550,433574,2125672,136388,20363,55344,81538,0.489948668,0.510051332,0.269974375,0.199550496,0.352197518,0.17827761,0.874037013,0.056080223,0.008372889,0.022756429,0.033526918
1987,Kansas,KS,Kansas_1987,KS_1987,2443406,1197334,1246072,657840,477962,870483,437120,2128833,138060,20764,61645,84571,0.490026627,0.509973373,0.269230738,0.195613009,0.356258027,0.178897817,0.871256353,0.056503094,0.008497974,0.025229127,0.034611931
1988,Kansas,KS,Kansas_1988,KS_1988,2454795,1203104,1251691,659098,470614,884417,440666,2131994,139732,21164,67945,87604,0.490103654,0.509896346,0.268494111,0.191712139,0.360281408,0.179512342,0.86850185,0.056922065,0.008621494,0.027678482,0.03568689
1989,Kansas,KS,Kansas_1989,KS_1989,2466185,1208875,1257310,660356,463265,898350,444213,2135155,141404,21565,74246,90637,0.490180177,0.509819823,0.267764178,0.187846816,0.364267076,0.180121524,0.865772438,0.057337142,0.008744275,0.030105608,0.036751906
1990,Kansas,KS,Kansas_1990,KS_1990,2477574,1214645,1262929,661614,455917,912284,447759,2138316,143076,21965,80547,93670,0.490255791,0.509744209,0.267041065,0.184017511,0.368216651,0.180724774,0.863068469,0.057748426,0.008865527,0.032510432,0.037807145
1991,Kansas,KS,Kansas_1991,KS_1991,2498659,1226028,1272631,666752,455182,928258,448467,2137054,144188,22262,86377,103128,0.490674398,0.509325602,0.266843935,0.182170516,0.371502474,0.179483075,0.855280372,0.057706154,0.008909579,0.034569343,0.041273339
1992,Kansas,KS,Kansas_1992,KS_1992,2519743,1237411,1282332,671890,454447,944231,449175,2135792,145300,22559,92206,112586,0.491086194,0.508913806,0.26665021,0.180354504,0.374733058,0.178262228,0.847622952,0.057664611,0.008952897,0.036593414,0.044681541
1993,Kansas,KS,Kansas_1993,KS_1993,2540828,1248794,1292034,677028,453712,960205,449882,2134528,146413,22856,98036,122045,0.491490963,0.508509037,0.266459595,0.178568561,0.377910272,0.177061178,0.840091498,0.057624129,0.008995493,0.038584273,0.048033554
1994,Kansas,KS,Kansas_1994,KS_1994,2561912,1260177,1301735,682166,452977,976179,450590,2133266,147525,23153,103866,131503,0.491889261,0.508110739,0.266272222,0.176812084,0.381035336,0.175880358,0.83268512,0.057583945,0.009037391,0.040542376,0.051330022
1995,Kansas,KS,Kansas_1995,KS_1995,2582997,1271560,1311437,687304,452242,992153,451298,2132004,148637,23451,109696,140961,0.492280866,0.507719134,0.266087804,0.175084214,0.384109234,0.174718747,0.825399333,0.057544395,0.009078988,0.042468497,0.054572653
1996,Kansas,KS,Kansas_1996,KS_1996,2604080,1282942,1321138,692441,451507,1008126,452006,2130742,149749,23748,115525,150419,0.492666124,0.507333876,0.265906193,0.173384458,0.387133268,0.173576081,0.818232159,0.05750553,0.009119535,0.044363076,0.057762818
1997,Kansas,KS,Kansas_1997,KS_1997,2625165,1294325,1330840,697579,450772,1024100,452714,2129480,150861,24045,121355,159877,0.493045199,0.506954801,0.265727678,0.171711873,0.390108812,0.172451636,0.811179488,0.057467245,0.009159424,0.04622757,0.060901696
1998,Kansas,KS,Kansas_1998,KS_1998,2646249,1305708,1340541,702717,450037,1040074,453421,2128216,151974,24342,127185,169336,0.49341842,0.50658158,0.265552108,0.170066007,0.393037088,0.171344798,0.804238755,0.05742997,0.009198681,0.048062371,0.063990955
1999,Kansas,KS,Kansas_1999,KS_1999,2667334,1317091,1350243,707855,449302,1056047,454129,2126954,153086,24639,133014,178794,0.493785555,0.506214445,0.265379214,0.168446096,0.395918546,0.170255768,0.797408199,0.057392887,0.009237313,0.049867771,0.067030975
2000,Kansas,KS,Kansas_2000,KS_2000,2688418,1328474,1359944,712993,448567,1072021,454837,2125692,154198,24936,138844,188252,0.494147116,0.505852884,0.26520913,0.166851658,0.398755327,0.169183884,0.790685079,0.057356408,0.009275343,0.051645243,0.070023337
2001,Kansas,KS,Kansas_2001,KS_2001,2704888,1337167,1367721,714388,452305,1106958,461838,2122223,155565,25257,142972,199431,0.494352077,0.505647923,0.264110011,0.167217645,0.409243562,0.170742005,0.784588123,0.057512548,0.00933754,0.052856902,0.073729855
2002,Kansas,KS,Kansas_2002,KS_2002,2721358,1345861,1375497,715782,456042,1141895,468840,2118754,156931,25579,147101,210610,0.494554924,0.505445076,0.263023829,0.167578834,0.419604844,0.172281633,0.778564966,0.05766643,0.009399351,0.054054263,0.077391508
2003,Kansas,KS,Kansas_2003,KS_2003,2737828,1354554,1383274,717177,459780,1176832,475841,2115285,158298,25900,151229,221789,0.494754966,0.505245034,0.261951079,0.167936043,0.429841466,0.173802372,0.772614277,0.057818826,0.009460054,0.055236852,0.081009106
2004,Kansas,KS,Kansas_2004,KS_2004,2754298,1363248,1391050,718571,463517,1211769,482843,2111816,159664,26222,155357,232968,0.494952979,0.505047021,0.260890797,0.168288617,0.439955662,0.175305287,0.766734754,0.057969036,0.009520393,0.056405298,0.08458344
2005,Kansas,KS,Kansas_2005,KS_2005,2770768,1371941,1398827,719966,467255,1246706,489844,2108347,161031,26543,159486,244147,0.495148277,0.504851723,0.25984348,0.16863736,0.449949617,0.176789973,0.76092513,0.058117821,0.009579654,0.057560214,0.088115281
2006,Kansas,KS,Kansas_2006,KS_2006,2787238,1380634,1406604,721361,470992,1281643,496845,2104878,162398,26864,163614,255326,0.495341266,0.504658734,0.258808541,0.168981623,0.459825462,0.178257113,0.755184164,0.058264849,0.009638215,0.058701123,0.091605381
2007,Kansas,KS,Kansas_2007,KS_2007,2803708,1389328,1414380,722755,474730,1316580,503847,2101409,163764,27186,167742,266505,0.495532345,0.504467655,0.257785404,0.169322198,0.469585278,0.179707373,0.749510648,0.058409792,0.009696445,0.059828627,0.095054478
2008,Kansas,KS,Kansas_2008,KS_2008,2820178,1398021,1422157,724150,478467,1351517,510848,2097940,165131,27507,171870,277684,0.495720837,0.504279163,0.256774572,0.16965844,0.479231098,0.181140339,0.743903399,0.058553396,0.00975364,0.060942962,0.098463288
2009,Kansas,KS,Kansas_2009,KS_2009,2836648,1406715,1429933,725544,482205,1386454,517850,2094471,166497,27829,175999,288863,0.495907494,0.504092506,0.255775126,0.16999113,0.488764908,0.182557018,0.738361263,0.058694981,0.009810523,0.062044709,0.101832515
2010,Kansas,KS,Kansas_2010,KS_2010,2853118,1415408,1437710,726939,485942,1421391,524851,2091002,167864,28150,180127,300042,0.496091644,0.503908356,0.254787569,0.170319629,0.498188648,0.18395699,0.732883112,0.058835281,0.009866399,0.063133386,0.105162843
2011,Kansas,KS,Kansas_2011,KS_2011,2869588,1424101,1445487,728334,489680,1456328,531852,2087533,169231,28471,184255,311221,0.496273681,0.503726319,0.253811349,0.170644706,0.507504213,0.185340892,0.727467846,0.058973971,0.009921633,0.064209566,0.108454942
2012,Kansas,KS,Kansas_2012,KS_2012,2886058,1432795,1453263,729728,493417,1491265,538854,2084064,170597,28793,188384,322400,0.496453987,0.503546013,0.252845923,0.170965726,0.516713455,0.186709345,0.722114386,0.059110732,0.009976584,0.065273809,0.111709467
2013,Kansas,KS,Kansas_2013,KS_2013,2902528,1441488,1461040,731123,497155,1526202,545855,2080595,171964,29114,192512,333579,0.496631902,0.503368098,0.251891799,0.171283447,0.525818183,0.188061924,0.716821681,0.059246285,0.010030566,0.066325631,0.114927057
2014,Kansas,KS,Kansas_2014,KS_2014,2918998,1450182,1468816,732517,500892,1561139,552857,2077126,173330,29436,196640,344758,0.496808151,0.503191849,0.250948099,0.17159724,0.534820168,0.189399582,0.711588703,0.059379965,0.010084282,0.067365582,0.118108337
2015,Kansas,KS,Kansas_2015,KS_2015,2935468,1458875,1476593,733912,504630,1596076,559858,2073657,174697,29757,200769,355937,0.496982083,0.503017917,0.25001533,0.171907853,0.543721137,0.190721888,0.706414446,0.059512487,0.010137055,0.068394205,0.121253919
2016,Kansas,KS,Kansas_2016,KS_2016,2951938,1467568,1484370,735307,508367,1631013,566859,2070188,176064,30078,204897,367116,0.497154073,0.502845927,0.249092969,0.17221466,0.552522783,0.19202944,0.701297927,0.059643529,0.010189238,0.069411011,0.124364401
2017,Kansas,KS,Kansas_2017,KS_2017,2968408,1476262,1492146,736701,512105,1665950,573861,2066719,177430,30400,209025,378295,0.497324492,0.502675508,0.248180506,0.1725184,0.561226759,0.193322818,0.696238186,0.059772781,0.01024118,0.070416533,0.127440365
2018,Kansas,KS,Kansas_2018,KS_2018,2984878,1484955,1499923,738096,515842,1700887,580862,2063250,178797,30721,213153,389474,0.497492695,0.502507305,0.247278448,0.172818454,0.56983468,0.194601588,0.691234282,0.059900941,0.010292213,0.071410959,0.130482385
1970,Kentucky,KY,Kentucky_1970,KY_1970,3218706,1579036,1639670,1114042,595927,1031830,476907,2937017,230793,1531,4616,44749,0.490580997,0.509419003,0.346114867,0.1851449,0.320572926,0.148167307,0.912483775,0.07170366,0.000475657,0.001434117,0.013902792
1971,Kentucky,KY,Kentucky_1971,KY_1971,3262913,1600036,1662877,1110911,616440,1049986,485576,2978600,233643,1838,5337,43015,0.490370414,0.509629586,0.340466019,0.188923211,0.321794053,0.148816717,0.912865283,0.071605648,0.0005633,0.001635655,0.013183005
1972,Kentucky,KY,Kentucky_1972,KY_1972,3307121,1621037,1686084,1107780,636952,1068143,494246,3020184,236492,2145,6057,41280,0.490165615,0.509834385,0.334968089,0.19260015,0.322982739,0.149449022,0.913236619,0.071509933,0.0006486,0.001831502,0.012482156
1973,Kentucky,KY,Kentucky_1973,KY_1973,3351327,1642037,1709290,1104648,657465,1086299,502915,3061767,239342,2452,6778,39546,0.489966213,0.510033787,0.329615105,0.196180498,0.32413996,0.150064437,0.913598404,0.071417083,0.00073165,0.002022482,0.011800102
1974,Kentucky,KY,Kentucky_1974,KY_1974,3395534,1663037,1732497,1101517,677977,1104455,511585,3103350,242191,2759,7499,37812,0.489771859,0.510228141,0.324401699,0.199667269,0.325266954,0.150664078,0.913950501,0.071326336,0.000812538,0.002208489,0.011135804
1975,Kentucky,KY,Kentucky_1975,KY_1975,3439742,1684038,1755704,1098386,698490,1122612,520254,3144933,245041,3066,8220,36078,0.489582649,0.510417351,0.319322205,0.203064648,0.326365175,0.151247972,0.914293281,0.071238192,0.000891346,0.002389714,0.010488577
1976,Kentucky,KY,Kentucky_1976,KY_1976,3483949,1705038,1778911,1095255,719003,1140768,528923,3186517,247891,3373,8940,34343,0.489398094,0.510601906,0.314371709,0.206375868,0.327435333,0.15181709,0.914627912,0.071152304,0.000968154,0.002566054,0.009857492
1977,Kentucky,KY,Kentucky_1977,KY_1977,3528156,1726038,1802118,1092124,739515,1158924,537593,3228100,250740,3680,9661,32609,0.489218164,0.510781836,0.30954527,0.209603827,0.328478673,0.152372231,0.914953874,0.071068286,0.001043038,0.002738258,0.009242505
1978,Kentucky,KY,Kentucky_1978,KY_1978,3572362,1747038,1825324,1088992,760028,1177080,546262,3269683,253590,3987,10382,30875,0.489042824,0.510957176,0.304838088,0.212752235,0.329496283,0.152913395,0.915272025,0.070986647,0.001116068,0.0029062,0.008642741
1979,Kentucky,KY,Kentucky_1979,KY_1979,3616570,1768039,1848531,1085861,780540,1195237,554932,3311267,256439,4294,11102,29140,0.488871776,0.511128224,0.30024609,0.21582328,0.33048911,0.153441521,0.915582168,0.070906688,0.001187313,0.003069759,0.008057358
1980,Kentucky,KY,Kentucky_1980,KY_1980,3660777,1789039,1871738,1082730,801053,1213393,563601,3352850,259289,4601,11823,27406,0.48870472,0.51129528,0.295765079,0.218820485,0.331457775,0.15395666,0.915884797,0.070828952,0.001256837,0.003229642,0.007486389
1981,Kentucky,KY,Kentucky_1981,KY_1981,3663229,1788659,1874570,1069866,791076,1232361,569925,3354550,259651,4718,13120,26864,0.48827387,0.51172613,0.292055452,0.215950463,0.336413858,0.155579954,0.915735817,0.070880363,0.001287935,0.00358154,0.007333421
1982,Kentucky,KY,Kentucky_1982,KY_1982,3665681,1788278,1877403,1057003,781099,1251330,576250,3356249,260013,4835,14416,26322,0.487843323,0.512156677,0.288351059,0.213084281,0.341363583,0.157201349,0.915586763,0.070931704,0.001318991,0.003932694,0.007180658
1983,Kentucky,KY,Kentucky_1983,KY_1983,3668133,1787898,1880235,1044139,771122,1270298,582574,3357950,260374,4951,15713,25779,0.487413624,0.512586376,0.284651347,0.21022193,0.346306418,0.158820304,0.915438453,0.070982704,0.001349733,0.004283651,0.007027826
1984,Kentucky,KY,Kentucky_1984,KY_1984,3670584,1787517,1883067,1031276,761145,1289266,588898,3359649,260736,5068,17009,25237,0.48698436,0.51301564,0.280956927,0.20736346,0.351242745,0.16043714,0.915290046,0.071033928,0.001380707,0.004633868,0.006875473
1985,Kentucky,KY,Kentucky_1985,KY_1985,3673037,1787137,1885900,1018412,751168,1308235,595223,3361349,261098,5185,18306,24695,0.486555676,0.513444324,0.277267014,0.204508694,0.356172562,0.162052002,0.915141612,0.071085045,0.001411638,0.004983887,0.006723319
1986,Kentucky,KY,Kentucky_1986,KY_1986,3675489,1786757,1888732,1005548,741190,1327203,601547,3363049,261460,5302,19602,24153,0.486127696,0.513872304,0.2735821,0.201657521,0.361095626,0.163664481,0.914993624,0.071136113,0.001442529,0.005333168,0.006571371
1987,Kentucky,KY,Kentucky_1987,KY_1987,3677940,1786376,1891564,992685,731213,1346171,607871,3364748,261822,5419,20899,23611,0.485700147,0.514299853,0.269902445,0.198810475,0.366012224,0.165274855,0.91484581,0.071187132,0.001473379,0.005682257,0.006419626
1988,Kentucky,KY,Kentucky_1988,KY_1988,3680392,1785996,1894396,979821,721236,1365139,614195,3366449,262183,5535,22195,23068,0.485273308,0.514726692,0.266227348,0.195967169,0.370922174,0.166883039,0.914698489,0.071237792,0.001503916,0.006030608,0.006267811
1989,Kentucky,KY,Kentucky_1989,KY_1989,3682844,1785615,1897229,966958,711259,1384108,620520,3368148,262545,5652,23492,22526,0.484846765,0.515153235,0.262557415,0.193127648,0.375825856,0.168489352,0.91455082,0.071288656,0.001534684,0.006378766,0.006116469
1990,Kentucky,KY,Kentucky_1990,KY_1990,3685296,1785235,1900061,954094,701282,1403076,626844,3369848,262907,5769,24788,21984,0.484421061,0.515578939,0.258892094,0.190291906,0.380722742,0.170093257,0.914403619,0.071339453,0.00156541,0.00672619,0.005965328
1991,Kentucky,KY,Kentucky_1991,KY_1991,3720943,1804248,1916695,958166,699453,1431874,631450,3390958,266216,6054,27692,25780,0.484889986,0.515110014,0.257506229,0.187977349,0.384814817,0.169701605,0.911316836,0.071545305,0.001627007,0.007442199,0.006928351
1992,Kentucky,KY,Kentucky_1992,KY_1992,3756591,1823262,1933329,962239,697624,1460672,636056,3412068,269524,6338,30596,29575,0.485350149,0.514649851,0.256146863,0.185706669,0.388829127,0.169317341,0.908288392,0.071746964,0.001687168,0.008144618,0.007872829
