,race_id,office,loc_date_id,state,abbrev,year,GOP_win,winner,rival,pred_GOP,pred_DEM,unopposed,inc_GOP_running,inc_DEM_running
693,NM_sen_1978,NM_sen,NM_1978,New_Mexico,NM,1978,1,Pete Domenici,Toney Anaya,1,0,0,1,0
694,NM_sen_1982,NM_sen,NM_1982,New_Mexico,NM,1982,0,Jeff Bingaman,Harrison Schmitt,1,0,0,1,0
697,NM_sen_1984,NM_sen,NM_1984,New_Mexico,NM,1984,1,Pete Domenici,Judith A  Pratt,1,0,0,1,0
288,NM_sen_1988,NM_sen,NM_1988,New_Mexico,NM,1988,0,Jeff Bingaman,Bill Valentine,0,1,0,0,1
698,NM_sen_1990,NM_sen,NM_1990,New_Mexico,NM,1990,1,Pete Domenici,Tom R  Benavides,1,0,0,1,0
289,NM_sen_1994,NM_sen,NM_1994,New_Mexico,NM,1994,0,Jeff Bingaman,Colin McMillan,0,1,0,0,1
699,NM_sen_1996,NM_sen,NM_1996,New_Mexico,NM,1996,1,Pete Domenici,Art Trujillo,1,0,0,1,0
290,NM_sen_2000,NM_sen,NM_2000,New_Mexico,NM,2000,0,Jeff Bingaman,William T  Redmond,0,1,0,0,1
700,NM_sen2_2002,NM_sen,NM_2002,New_Mexico,NM,2002,1,Pete Domenici,Gloria Tristani,1,0,0,1,0
702,NM_sen_2002,NM_sen,NM_2002,New_Mexico,NM,2002,0,Tom Udall,Steve Pearce,1,0,0,0,0
291,NM_sen_2006,NM_sen,NM_2006,New_Mexico,NM,2006,0,Jeff Bingaman,Allen McCulloch,0,1,0,0,1
292,NM_sen_2012,NM_sen,NM_2012,New_Mexico,NM,2012,0,Martin Heinrich,Heather Wilson,0,1,0,0,0
293,NM_sen_2014,NM_sen,NM_2014,New_Mexico,NM,2014,0,Tom Udall,Allen Weh,0,1,0,0,1
260,NV_sen_1976,NV_sen,NV_1976,Nevada,NV,1976,0,Howard Cannon,David Towell,0,1,0,0,1
668,NV_sen_1980,NV_sen,NV_1980,Nevada,NV,1980,1,Paul Laxalt,Mary Gojack,1,0,0,1,0
262,NV_sen_1982,NV_sen,NV_1982,Nevada,NV,1982,1,Chic Hecht,Howard Cannon,0,1,0,0,1
671,NV_sen_1986,NV_sen,NV_1986,Nevada,NV,1986,0,Harry Reid,James David Santini,1,0,0,0,0
672,NV_sen_1988,NV_sen,NV_1988,Nevada,NV,1988,0,Richard Bryan,Chic Hecht,1,0,0,1,0
263,NV_sen_1992,NV_sen,NV_1992,Nevada,NV,1992,0,Harry Reid,Demar Dahl,0,1,0,0,1
264,NV_sen_1994,NV_sen,NV_1994,Nevada,NV,1994,0,Richard Bryan,Hal Furman,0,1,0,0,0
265,NV_sen_1998,NV_sen,NV_1998,Nevada,NV,1998,0,Harry Reid,John Ensign,0,1,0,0,1
266,NV_sen_2000,NV_sen,NV_2000,Nevada,NV,2000,1,John Ensign,Edward M  Bernstein,0,1,0,0,0
267,NV_sen_2004,NV_sen,NV_2004,Nevada,NV,2004,0,Harry Reid,Richard Ziser,0,1,0,0,1
673,NV_sen_2006,NV_sen,NV_2006,Nevada,NV,2006,1,John Ensign,Jack Carter,1,0,0,1,0
268,NV_sen_2010,NV_sen,NV_2010,Nevada,NV,2010,0,Harry Reid,Sharron Angle,0,1,0,0,1
674,NV_sen_2012,NV_sen,NV_2012,Nevada,NV,2012,1,Dean Heller,Shelley Berkley,1,0,0,1,0
269,NV_sen_2016,NV_sen,NV_2016,Nevada,NV,2016,0,Catherine Cortez Masto,Joe Heck,0,1,0,0,0
0,NY_sen_1976,NY_sen,NY_1976,New_York,NY,1976,0,Daniel P  Moynihan,James L  Buckley,0,0,0,0,1
703,NY_sen_1980,NY_sen,NY_1980,New_York,NY,1980,1,Al D Amato,Elizabeth Holtzman,1,0,0,1,0
294,NY_sen_1982,NY_sen,NY_1982,New_York,NY,1982,0,Daniel P  Moynihan,Florence M  Sullivan,0,1,0,0,0
706,NY_sen_1986,NY_sen,NY_1986,New_York,NY,1986,1,Al D Amato,Mark J  Green,1,0,0,1,0
296,NY_sen_1988,NY_sen,NY_1988,New_York,NY,1988,0,Daniel Patrick Moynihan,Robert R  McMillan,0,1,0,0,1
707,NY_sen_1992,NY_sen,NY_1992,New_York,NY,1992,1,Al D Amato,Robert Abrams,1,0,0,1,0
297,NY_sen_1994,NY_sen,NY_1994,New_York,NY,1994,0,Daniel Patrick Moynihan,Bernadette Castro,0,1,0,0,1
708,NY_sen_1998,NY_sen,NY_1998,New_York,NY,1998,0,Chuck Schumer,Al D Amato,1,0,0,1,0
298,NY_sen_2000,NY_sen,NY_2000,New_York,NY,2000,0,Hillary Clinton,Rick Lazio,0,1,0,0,0
299,NY_sen_2004,NY_sen,NY_2004,New_York,NY,2004,0,Chuck Schumer,Howard Mills III,0,1,0,0,1
300,NY_sen_2006,NY_sen,NY_2006,New_York,NY,2006,0,Hillary Clinton,John Spencer,0,1,0,0,1
301,NY_sen_2010,NY_sen,NY_2010,New_York,NY,2010,0,Chuck Schumer,Jay Townsend,0,1,0,0,1
304,NY_sen2_2010,NY_sen,NY_2010,New_York,NY,2010,0,Kirsten Gillibrand,Joseph DioGuardi,0,1,0,0,1
302,NY_sen_2012,NY_sen,NY_2012,New_York,NY,2012,0,Kirsten Gillibrand,Wendy E  Long,0,1,0,0,1
303,NY_sen_2016,NY_sen,NY_2016,New_York,NY,2016,0,Chuck Schumer,Wendy Long,0,1,0,0,1
731,OH_sen_1976,OH_sen,OH_1976,Ohio,OH,1976,0,Howard Metzenbaum,Robert Taft Jr ,1,0,0,1,0
318,OH_sen_1980,OH_sen,OH_1980,Ohio,OH,1980,0,John Glenn,James E  Betts,0,1,0,0,1
319,OH_sen_1982,OH_sen,OH_1982,Ohio,OH,1982,0,Howard Metzenbaum,Paul E  Pfeifer,0,1,0,0,1
323,OH_sen_1986,OH_sen,OH_1986,Ohio,OH,1986,0,John Glenn,Tom Kindness,0,1,0,0,1
324,OH_sen_1988,OH_sen,OH_1988,Ohio,OH,1988,0,Howard Metzenbaum,George Voinovich,0,1,0,0,1
325,OH_sen_1992,OH_sen,OH_1992,Ohio,OH,1992,0,John Glenn,Mike DeWine,0,1,0,0,1
326,OH_sen_1994,OH_sen,OH_1994,Ohio,OH,1994,1,Mike DeWine,Joel Hyatt,0,1,0,0,0
327,OH_sen_1998,OH_sen,OH_1998,Ohio,OH,1998,1,George Voinovich,Mary Boyle,0,1,0,0,0
732,OH_sen_2000,OH_sen,OH_2000,Ohio,OH,2000,1,Mike DeWine,Ted Celeste,1,0,0,1,0
733,OH_sen_2004,OH_sen,OH_2004,Ohio,OH,2004,1,George Voinovich,Eric Fingerhut,1,0,0,1,0
734,OH_sen_2006,OH_sen,OH_2006,Ohio,OH,2006,0,Sherrod Brown,Mike DeWine,1,0,0,1,0
735,OH_sen_2010,OH_sen,OH_2010,Ohio,OH,2010,1,Rob Portman,Lee Fisher,1,0,0,0,0
328,OH_sen_2012,OH_sen,OH_2012,Ohio,OH,2012,0,Sherrod Brown,Josh Mandel,0,1,0,0,1
736,OH_sen_2016,OH_sen,OH_2016,Ohio,OH,2016,1,Rob Portman,Ted Strickland,1,0,0,1,0
737,OK_sen_1978,OK_sen,OK_1978,Oklahoma,OK,1978,0,David L  Boren,Robert B  Kamm,1,0,0,0,0
738,OK_sen_1980,OK_sen,OK_1980,Oklahoma,OK,1980,1,Don Nickles,Andrew Coats,1,0,0,0,0
329,OK_sen_1984,OK_sen,OK_1984,Oklahoma,OK,1984,0,David L  Boren,Will E  Crozier,0,1,0,0,1
741,OK_sen_1986,OK_sen,OK_1986,Oklahoma,OK,1986,1,Don Nickles,James R  Jones,1,0,0,1,0
331,OK_sen_1990,OK_sen,OK_1990,Oklahoma,OK,1990,0,David L  Boren,Stephen Jones,0,1,0,0,1
742,OK_sen_1992,OK_sen,OK_1992,Oklahoma,OK,1992,1,Don Nickles,Steve Lewis,1,0,0,1,0
332,OK_sen_1994,OK_sen,OK_1994,Oklahoma,OK,1994,1,James Inhofe,Dave McCurdy,0,1,0,0,0
743,OK_sen_1996,OK_sen,OK_1996,Oklahoma,OK,1996,1,Jim Inhofe,James Boren,1,0,0,1,0
744,OK_sen_1998,OK_sen,OK_1998,Oklahoma,OK,1998,1,Don Nickles,Don Carroll,1,0,0,1,0
745,OK_sen_2002,OK_sen,OK_2002,Oklahoma,OK,2002,1,Jim Inhofe,David Walters,1,0,0,1,0
747,OK_sen_2004,OK_sen,OK_2004,Oklahoma,OK,2004,1,Tom Coburn,Brad Carson,1,0,0,0,0
749,OK_sen_2010,OK_sen,OK_2010,Oklahoma,OK,2010,1,Tom Coburn,Jim Rogers,1,0,0,1,0
750,OK_sen2_2014,OK_sen,OK_2014,Oklahoma,OK,2014,1,Jim Inhofe,Matt Silverstein,1,0,0,1,0
752,OK_sen_2014,OK_sen,OK_2014,Oklahoma,OK,2014,1,James Lankford,Connie Johnson,1,0,0,0,0
751,OK_sen_2016,OK_sen,OK_2016,Oklahoma,OK,2016,1,James Lankford,Mike Workman,1,0,0,1,0
753,OR_sen_1978,OR_sen,OR_1978,Oregon,OR,1978,1,Mark Hatfield,Vernon Cook,1,0,0,1,0
754,OR_sen_1980,OR_sen,OR_1980,Oregon,OR,1980,1,Bob Packwood,Ted Kulongoski,1,0,0,1,0
755,OR_sen_1984,OR_sen,OR_1984,Oregon,OR,1984,1,Mark Hatfield,Margie Hendriksen,1,0,0,1,0
756,OR_sen_1986,OR_sen,OR_1986,Oregon,OR,1986,1,Bob Packwood,Rick Bauman,1,0,0,1,0
760,OR_sen_1990,OR_sen,OR_1990,Oregon,OR,1990,1,Mark Hatfield,Harry Lonsdale,1,0,0,1,0
761,OR_sen_1992,OR_sen,OR_1992,Oregon,OR,1992,1,Bob Packwood,Les AuCoin,1,0,0,1,0
762,OR_sen_1996,OR_sen,OR_1996,Oregon,OR,1996,1,Gordon H  Smith,Tom Bruggere,1,0,0,0,0
333,OR_sen_1998,OR_sen,OR_1998,Oregon,OR,1998,0,Ron Wyden,John Lim,0,1,0,0,1
764,OR_sen_2002,OR_sen,OR_2002,Oregon,OR,2002,1,Gordon Smith,Bill Bradbury,1,0,0,1,0
765,OR_sen2_2002,OR_sen,OR_2002,Oregon,OR,2002,0,Jeff Merkley,Gordon Smith,1,0,0,1,0
334,OR_sen_2004,OR_sen,OR_2004,Oregon,OR,2004,0,Ron Wyden,Al King,0,1,0,0,1
335,OR_sen_2010,OR_sen,OR_2010,Oregon,OR,2010,0,Ron Wyden,Jim Huffman,0,1,0,0,1
336,OR_sen_2014,OR_sen,OR_2014,Oregon,OR,2014,0,Jeff Merkley,Monica Wehby,0,1,0,0,1
337,OR_sen_2016,OR_sen,OR_2016,Oregon,OR,2016,0,Ron Wyden,Mark Callahan,0,1,0,0,1
767,PA_sen_1976,PA_sen,PA_1976,Pennsylvania,PA,1976,1,H  John Heinz III,William J,1,0,0,0,0
768,PA_sen_1980,PA_sen,PA_1980,Pennsylvania,PA,1980,1,Arlen Specter,Pete Flaherty,1,0,0,0,0
769,PA_sen_1982,PA_sen,PA_1982,Pennsylvania,PA,1982,1,H  John Heinz III,Cyril Wecht,1,0,0,1,0
773,PA_sen_1986,PA_sen,PA_1986,Pennsylvania,PA,1986,1,Arlen Specter,Robert W  Edgar,1,0,0,1,0
774,PA_sen_1988,PA_sen,PA_1988,Pennsylvania,PA,1988,1,H  John Heinz III,Joseph C  Vignola,1,0,0,1,0
775,PA_sen_1992,PA_sen,PA_1992,Pennsylvania,PA,1992,1,Arlen Specter,Lynn Yeakel,1,0,0,1,0
338,PA_sen_1994,PA_sen,PA_1994,Pennsylvania,PA,1994,1,Rick Santorum,Harris Wofford,0,1,0,0,1
776,PA_sen_1998,PA_sen,PA_1998,Pennsylvania,PA,1998,1,Arlen Specter,Bill Lloyd,1,0,0,1,0
777,PA_sen_2000,PA_sen,PA_2000,Pennsylvania,PA,2000,1,Rick Santorum,Ron Klink,1,0,0,1,0
778,PA_sen_2004,PA_sen,PA_2004,Pennsylvania,PA,2004,1,Arlen Specter,Joe Hoeffel,1,0,0,1,0
779,PA_sen_2006,PA_sen,PA_2006,Pennsylvania,PA,2006,0,Bob Casey Jr ,Rick Santorum,1,0,0,1,0
339,PA_sen_2010,PA_sen,PA_2010,Pennsylvania,PA,2010,1,Pat Toomey,Joe Sestak,0,1,0,0,0
340,PA_sen_2012,PA_sen,PA_2012,Pennsylvania,PA,2012,0,Bob Casey Jr ,Tom Smith,0,1,0,0,1
780,PA_sen_2016,PA_sen,PA_2016,Pennsylvania,PA,2016,1,Pat Toomey,Katie McGinty,1,0,0,1,0
341,RI_sen_1976,RI_sen,RI_1976,Rhode_Island,RI,1976,1,John Chafee,Richard P  Lorber,0,1,0,0,0
342,RI_sen_1978,RI_sen,RI_1978,Rhode_Island,RI,1978,0,Claiborne Pell,James G  Reynolds,0,1,0,0,1
781,RI_sen_1982,RI_sen,RI_1982,Rhode_Island,RI,1982,1,John Chafee,Julius C  Michaelson,1,0,0,1,0
344,RI_sen_1984,RI_sen,RI_1984,Rhode_Island,RI,1984,0,Claiborne Pell,Barbara Leonard,0,1,0,0,1
783,RI_sen_1988,RI_sen,RI_1988,Rhode_Island,RI,1988,1,John Chafee,Richard A  Licht,1,0,0,1,0
345,RI_sen_1990,RI_sen,RI_1990,Rhode_Island,RI,1990,0,Claiborne Pell,Claudine Schneider,0,1,0,0,1
784,RI_sen_1994,RI_sen,RI_1994,Rhode_Island,RI,1994,1,John Chafee,Linda Kushner,1,0,0,1,0
346,RI_sen_1996,RI_sen,RI_1996,Rhode_Island,RI,1996,0,Jack Reed,Nancy J  Mayer,0,1,0,0,0
785,RI_sen_2000,RI_sen,RI_2000,Rhode_Island,RI,2000,1,Lincoln Chafee,Robert Weygand,1,0,0,1,0
349,RI_sen_2002,RI_sen,RI_2002,Rhode_Island,RI,2002,0,Jack Reed,Robert Tingle,0,1,0,0,1
786,RI_sen_2006,RI_sen,RI_2006,Rhode_Island,RI,2006,0,Sheldon Whitehouse,Lincoln Chafee,1,0,0,1,0
350,RI_sen_2012,RI_sen,RI_2012,Rhode_Island,RI,2012,0,Sheldon Whitehouse,Barry Hinckley,0,1,0,0,1
351,RI_sen_2014,RI_sen,RI_2014,Rhode_Island,RI,2014,0,Jack Reed,Mark Zaccaria,0,1,0,0,1
787,SC_sen_1978,SC_sen,SC_1978,South_Carolina,SC,1978,1,Strom Thurmond,Charles D  Ravenel,1,0,0,1,0
352,SC_sen_1980,SC_sen,SC_1980,South_Carolina,SC,1980,0,Ernest Hollings,Marshall T  Mays,0,1,0,0,1
788,SC_sen_1984,SC_sen,SC_1984,South_Carolina,SC,1984,1,Strom Thurmond,,1,0,0,1,0
355,SC_sen_1986,SC_sen,SC_1986,South_Carolina,SC,1986,0,Ernest Hollings,Henry D  McMaster,0,1,0,0,1
790,SC_sen_1990,SC_sen,SC_1990,South_Carolina,SC,1990,1,Strom Thurmond,Bob Cunningham,1,0,0,1,0
356,SC_sen_1992,SC_sen,SC_1992,South_Carolina,SC,1992,0,Ernest Hollings,Thomas F  Hartnett,0,1,0,0,1
791,SC_sen_1996,SC_sen,SC_1996,South_Carolina,SC,1996,1,Strom Thurmond,Elliot Close,1,0,0,1,0
357,SC_sen_1998,SC_sen,SC_1998,South_Carolina,SC,1998,0,Ernest Hollings,Bob Inglis,0,1,0,0,1
792,SC_sen_2002,SC_sen,SC_2002,South_Carolina,SC,2002,1,Lindsey Graham,Alex Sanders,1,0,0,0,0
358,SC_sen_2004,SC_sen,SC_2004,South_Carolina,SC,2004,1,Jim DeMint,Inez Tenenbaum,0,1,0,0,0
795,SC_sen_2010,SC_sen,SC_2010,South_Carolina,SC,2010,1,Jim DeMint,Alvin Greene,1,0,0,1,0
796,SC_sen_2014,SC_sen,SC_2014,South_Carolina,SC,2014,1,Lindsey Graham,Brad Hutto,1,0,0,1,0
798,SC_sen2_2014,SC_sen,SC_2014,South_Carolina,SC,2014,1,Tim Scott,Joyce Dickerson,1,0,0,1,0
797,SC_sen_2016,SC_sen,SC_2016,South_Carolina,SC,2016,1,Tim Scott,Thomas Dixon,1,0,0,1,0
359,SD_sen_1978,SD_sen,SD_1978,South_Dakota,SD,1978,1,Larry Pressler,Don Barnett,0,1,0,0,0
360,SD_sen_1980,SD_sen,SD_1980,South_Dakota,SD,1980,1,James Abdnor,George McGovern,0,1,0,0,1
799,SD_sen_1984,SD_sen,SD_1984,South_Dakota,SD,1984,1,Larry Pressler,George V  Cunningham,1,0,0,1,0
803,SD_sen_1986,SD_sen,SD_1986,South_Dakota,SD,1986,0,Tom Daschle,James Abdnor,1,0,0,1,0
804,SD_sen_1990,SD_sen,SD_1990,South_Dakota,SD,1990,1,Larry Pressler,Ted Muenster,1,0,0,1,0
361,SD_sen_1992,SD_sen,SD_1992,South_Dakota,SD,1992,0,Tom Daschle,Charlene Haar,0,1,0,0,1
805,SD_sen_1996,SD_sen,SD_1996,South_Dakota,SD,1996,0,Tim Johnson,Larry Pressler,1,0,0,1,0
362,SD_sen_1998,SD_sen,SD_1998,South_Dakota,SD,1998,0,Tom Daschle,Ron Schmidt,0,1,0,0,1
363,SD_sen_2002,SD_sen,SD_2002,South_Dakota,SD,2002,0,Tim Johnson,John Thune,0,1,0,0,1
366,SD_sen2_2002,SD_sen,SD_2002,South_Dakota,SD,2002,0,Tim Johnson,Joel Dykstra,0,1,0,0,1
365,SD_sen_2004,SD_sen,SD_2004,South_Dakota,SD,2004,1,John Thune,Tom Daschle,0,1,0,0,1
806,SD_sen_2010,SD_sen,SD_2010,South_Dakota,SD,2010,1,John Thune  Republican,Unopposed,1,0,1,1,0
367,SD_sen_2014,SD_sen,SD_2014,South_Dakota,SD,2014,1,Mike Rounds,Rick Weiland,0,1,0,0,0
807,SD_sen_2016,SD_sen,SD_2016,South_Dakota,SD,2016,1,John Thune,Jay Williams,1,0,0,1,0
808,TN_sen_1976,TN_sen,TN_1976,Tennessee,TN,1976,0,Jim Sasser,Bill Brock,1,0,0,1,0
809,TN_sen_1978,TN_sen,TN_1978,Tennessee,TN,1978,1,Howard Baker,Jane Eskind,1,0,0,1,0
368,TN_sen_1982,TN_sen,TN_1982,Tennessee,TN,1982,0,Jim Sasser,Robin Beard,0,1,0,0,1
811,TN_sen_1984,TN_sen,TN_1984,Tennessee,TN,1984,0,Al Gore,Victor Ashe,1,0,0,0,0
370,TN_sen_1988,TN_sen,TN_1988,Tennessee,TN,1988,0,Jim Sasser,Bill Anderson,0,1,0,0,1
371,TN_sen_1990,TN_sen,TN_1990,Tennessee,TN,1990,0,Al Gore,William R  Hawkins,0,1,0,0,1
372,TN_sen_1994,TN_sen,TN_1994,Tennessee,TN,1994,1,Bill Frist,Jim Sasser,0,1,0,0,1
373,TN_sen2_1994,TN_sen,TN_1994,Tennessee,TN,1994,1,Fred Thompson,Jim Cooper,0,1,0,0,0
812,TN_sen_1996,TN_sen,TN_1996,Tennessee,TN,1996,1,Fred Thompson,J  Houston Gordon,1,0,0,1,0
813,TN_sen_2000,TN_sen,TN_2000,Tennessee,TN,2000,1,Bill Frist,Jeff Clark,1,0,0,1,0
814,TN_sen_2002,TN_sen,TN_2002,Tennessee,TN,2002,1,Lamar Alexander,Bob Clement,1,0,0,0,0
816,TN_sen_2006,TN_sen,TN_2006,Tennessee,TN,2006,1,Bob Corker,,1,0,0,0,0
818,TN_sen_2012,TN_sen,TN_2012,Tennessee,TN,2012,1,Bob Corker,Mark Clayton,1,0,0,1,0
819,TN_sen_2014,TN_sen,TN_2014,Tennessee,TN,2014,1,Lamar Alexander,Gordon Ball,1,0,0,1,0
374,TX_sen_1976,TX_sen,TX_1976,Texas,TX,1976,0,Lloyd Bentsen,Alan Steelman,0,1,0,0,1
820,TX_sen_1978,TX_sen,TX_1978,Texas,TX,1978,1,John Tower,Bob Krueger,1,0,0,1,0
375,TX_sen_1982,TX_sen,TX_1982,Texas,TX,1982,0,Lloyd Bentsen,James M  Collins,0,1,0,0,1
822,TX_sen_1984,TX_sen,TX_1984,Texas,TX,1984,1,Phil Gramm,Lloyd Doggett,1,0,0,0,0
377,TX_sen_1988,TX_sen,TX_1988,Texas,TX,1988,0,Lloyd Bentsen,Beau Boulter,0,1,0,0,1
823,TX_sen_1990,TX_sen,TX_1990,Texas,TX,1990,1,Phil Gramm,Hugh Parmer,1,0,0,1,0
824,TX_sen_1994,TX_sen,TX_1994,Texas,TX,1994,1,Kay Bailey Hutchison,Richard W  Fisher,1,0,0,1,0
825,TX_sen_1996,TX_sen,TX_1996,Texas,TX,1996,1,Phil Gramm,Victor Morales,1,0,0,1,0
826,TX_sen_2000,TX_sen,TX_2000,Texas,TX,2000,1,Kay Bailey Hutchison,Gene Kelly,1,0,0,1,0
830,TX_sen_2002,TX_sen,TX_2002,Texas,TX,2002,1,John Cornyn,Rick Noriega,1,0,0,1,0
829,TX_sen_2006,TX_sen,TX_2006,Texas,TX,2006,1,Kay Bailey Hutchison,Barbara Ann Radnofsky,1,0,0,1,0
831,TX_sen_2012,TX_sen,TX_2012,Texas,TX,2012,1,Ted Cruz,Paul Sadler,1,0,0,0,0
832,TX_sen_2014,TX_sen,TX_2014,Texas,TX,2014,1,John Cornyn,David Alameel,1,0,0,1,0
378,UT_sen_1976,UT_sen,UT_1976,Utah,UT,1976,1,Orrin Hatch,Frank Moss,0,1,0,0,1
833,UT_sen_1980,UT_sen,UT_1980,Utah,UT,1980,1,Jake Garn,Dan Berman,1,0,0,1,0
834,UT_sen_1982,UT_sen,UT_1982,Utah,UT,1982,1,Orrin G  Hatch,Ted Wilson,1,0,0,0,0
838,UT_sen_1986,UT_sen,UT_1986,Utah,UT,1986,1,Jake Garn,Craig Oliver,1,0,0,1,0
839,UT_sen_1988,UT_sen,UT_1988,Utah,UT,1988,1,Orrin Hatch,Brian Moss,1,0,0,1,0
840,UT_sen_1992,UT_sen,UT_1992,Utah,UT,1992,1,Robert Foster Bennett,Wayne Owens,1,0,0,0,0
841,UT_sen_1994,UT_sen,UT_1994,Utah,UT,1994,1,Orrin Hatch,Patrick Shea,1,0,0,1,0
842,UT_sen_1998,UT_sen,UT_1998,Utah,UT,1998,1,Bob Bennett,Scott Leckman,1,0,0,1,0
843,UT_sen_2000,UT_sen,UT_2000,Utah,UT,2000,1,Orrin Hatch,Scott Howell,1,0,0,1,0
844,UT_sen_2004,UT_sen,UT_2004,Utah,UT,2004,1,Robert Foster Bennett,Paul Van Dam,1,0,0,0,0
845,UT_sen_2006,UT_sen,UT_2006,Utah,UT,2006,1,Orrin Hatch,Pete Ashdown,1,0,0,1,0
846,UT_sen_2010,UT_sen,UT_2010,Utah,UT,2010,1,Mike Lee,Sam Granato,1,0,0,0,0
847,UT_sen_2012,UT_sen,UT_2012,Utah,UT,2012,1,Orrin Hatch,Scott Howell,1,0,0,1,0
848,UT_sen_2016,UT_sen,UT_2016,Utah,UT,2016,1,Mike Lee,Misty K  Snow,1,0,0,1,0
444,VA_sen_1976,VA_sen,VA_1976,Virginia,VA,1976,0,Harry F  Byrd Jr ,Elmo R  Zumwalt Jr ,0,0,0,0,1
855,VA_sen_1978,VA_sen,VA_1978,Virginia,VA,1978,1,John Warner,Andrew P  Miller,1,0,0,0,0
445,VA_sen_1982,VA_sen,VA_1982,Virginia,VA,1982,1,Paul Trible,Dick Davis,0,0,0,0,0
857,VA_sen_1984,VA_sen,VA_1984,Virginia,VA,1984,1,John Warner,Edythe C  Harrison,1,0,0,1,0
858,VA_sen_1988,VA_sen,VA_1988,Virginia,VA,1988,0,Chuck Robb,Maurice A  Dawkins,1,0,0,0,0
859,VA_sen_1990,VA_sen,VA_1990,Virginia,VA,1990,1,John Warner,Nancy B  Spannaus,1,0,0,1,0
388,VA_sen_1994,VA_sen,VA_1994,Virginia,VA,1994,0,Chuck Robb,Oliver North,0,1,0,0,1
860,VA_sen_1996,VA_sen,VA_1996,Virginia,VA,1996,1,John Warner,Mark Warner,1,0,0,1,0
389,VA_sen_2000,VA_sen,VA_2000,Virginia,VA,2000,1,George Allen,Chuck Robb,0,1,0,0,1
861,VA_sen_2002,VA_sen,VA_2002,Virginia,VA,2002,1,John Warner,Nancy Spannaus,1,0,0,1,0
864,VA_sen2_2002,VA_sen,VA_2002,Virginia,VA,2002,0,Mark Warner,Jim Gilmore,1,0,0,0,0
863,VA_sen_2006,VA_sen,VA_2006,Virginia,VA,2006,0,Jim Webb,George Allen,1,0,0,1,0
390,VA_sen_2012,VA_sen,VA_2012,Virginia,VA,2012,0,Tim Kaine,George Allen,0,1,0,0,0
391,VA_sen_2014,VA_sen,VA_2014,Virginia,VA,2014,0,Mark Warner,Ed Gillespie,0,1,0,0,1
849,VT_sen_1976,VT_sen,VT_1976,Vermont,VT,1976,1,Robert Stafford,Thomas P  Salmon,1,0,0,1,0
379,VT_sen_1980,VT_sen,VT_1980,Vermont,VT,1980,0,Patrick Leahy,Stewart M  Ledbetter,0,1,0,0,1
850,VT_sen_1982,VT_sen,VT_1982,Vermont,VT,1982,1,Robert Stafford,James A  Guest,1,0,0,1,0
382,VT_sen_1986,VT_sen,VT_1986,Vermont,VT,1986,0,Patrick Leahy,Richard A  Snelling,0,1,0,0,1
852,VT_sen_1988,VT_sen,VT_1988,Vermont,VT,1988,1,Jim Jeffords,William Gray,1,0,0,0,0
383,VT_sen_1992,VT_sen,VT_1992,Vermont,VT,1992,0,Patrick Leahy,Jim Douglas,0,1,0,0,1
853,VT_sen_1994,VT_sen,VT_1994,Vermont,VT,1994,1,Jim Jeffords,Jan Backus,1,0,0,1,0
384,VT_sen_1998,VT_sen,VT_1998,Vermont,VT,1998,0,Patrick Leahy,Fred Tuttle,0,1,0,0,1
854,VT_sen_2000,VT_sen,VT_2000,Vermont,VT,2000,1,Jim Jeffords,Ed Flanagan,1,0,0,1,0
385,VT_sen_2004,VT_sen,VT_2004,Vermont,VT,2004,0,Patrick Leahy,Jack McMullen,0,1,0,0,1
442,VT_sen_2006,VT_sen,VT_2006,Vermont,VT,2006,0,Bernie Sanders,Richard Tarrant,0,0,0,0,0
386,VT_sen_2010,VT_sen,VT_2010,Vermont,VT,2010,0,Patrick Leahy,Len Britton,0,1,0,0,1
443,VT_sen_2012,VT_sen,VT_2012,Vermont,VT,2012,0,Bernie Sanders,John MacGovern,0,0,0,0,1
387,VT_sen_2016,VT_sen,VT_2016,Vermont,VT,2016,0,Patrick Leahy,Scott Milne,0,1,0,0,1
392,WA_sen_1976,WA_sen,WA_1976,Washington,WA,1976,0,Henry M  Jackson,George M  Brown,0,1,0,0,1
393,WA_sen_1980,WA_sen,WA_1980,Washington,WA,1980,1,Slade Gorton,Warren G  Magnuson,0,1,0,0,0
394,WA_sen_1982,WA_sen,WA_1982,Washington,WA,1982,0,Henry M  Jackson,Doug Jewett,0,1,0,0,1
867,WA_sen_1986,WA_sen,WA_1986,Washington,WA,1986,0,Brock Adams,Slade Gorton,1,0,0,1,0
868,WA_sen_1988,WA_sen,WA_1988,Washington,WA,1988,1,Slade Gorton,Mike Lowry,1,0,0,0,0
396,WA_sen_1992,WA_sen,WA_1992,Washington,WA,1992,0,Patty Murray,Rod Chandler,0,1,0,0,0
869,WA_sen_1994,WA_sen,WA_1994,Washington,WA,1994,1,Slade Gorton,Ron Sims,1,0,0,1,0
397,WA_sen_1998,WA_sen,WA_1998,Washington,WA,1998,0,Patty Murray,Linda Smith,0,1,0,0,1
870,WA_sen_2000,WA_sen,WA_2000,Washington,WA,2000,0,Maria Cantwell,Slade Gorton,1,0,0,1,0
398,WA_sen_2004,WA_sen,WA_2004,Washington,WA,2004,0,Patty Murray,George Nethercutt,0,1,0,0,1
399,WA_sen_2006,WA_sen,WA_2006,Washington,WA,2006,0,Maria Cantwell,Mike McGavick,0,1,0,0,1
