state_year,state,year,unemployment_rate_state_oct
AL_1976,AL,1976,7
AL_1977,AL,1977,6.8
AL_1978,AL,1978,6.5
AL_1979,AL,1979,7.2
AL_1980,AL,1980,9.6
AL_1981,AL,1981,11.4
AL_1982,AL,1982,15.2
AL_1983,AL,1983,12.8
AL_1984,AL,1984,10.5
AL_1985,AL,1985,8.7
AL_1986,AL,1986,9.7
AL_1987,AL,1987,7.5
AL_1988,AL,1988,7.4
AL_1989,AL,1989,6.9
AL_1990,AL,1990,7
AL_1991,AL,1991,7.2
AL_1992,AL,1992,7.4
AL_1993,AL,1993,7.1
AL_1994,AL,1994,6
AL_1995,AL,1995,5.8
AL_1996,AL,1996,5.1
AL_1997,AL,1997,4.8
AL_1998,AL,1998,4.5
AL_1999,AL,1999,4.8
AL_2000,AL,2000,4.6
AL_2001,AL,2001,5.6
AL_2002,AL,2002,5.8
AL_2003,AL,2003,6.1
AL_2004,AL,2004,5.5
AL_2005,AL,2005,4.3
AL_2006,AL,2006,4
AL_2007,AL,2007,4.2
AL_2008,AL,2008,6.7
AL_2009,AL,2009,11.8
AL_2010,AL,2010,10.1
AL_2011,AL,2011,9
AL_2012,AL,2012,7.8
AL_2013,AL,2013,7.2
AL_2014,AL,2014,6.4
AL_2015,AL,2015,6
AL_2016,AL,2016,5.9
AL_2017,AL,2017,3.8
AK_1976,AK,1976,8.1
AK_1977,AK,1977,10.3
AK_1978,AK,1978,10.2
AK_1979,AK,1979,9.2
AK_1980,AK,1980,9.8
AK_1981,AK,1981,9.8
AK_1982,AK,1982,10.1
AK_1983,AK,1983,9.9
AK_1984,AK,1984,9.5
AK_1985,AK,1985,9.7
AK_1986,AK,1986,11
AK_1987,AK,1987,9.8
AK_1988,AK,1988,8.5
AK_1989,AK,1989,7
AK_1990,AK,1990,7.3
AK_1991,AK,1991,9
AK_1992,AK,1992,8.6
AK_1993,AK,1993,7.6
AK_1994,AK,1994,7.4
AK_1995,AK,1995,7.5
AK_1996,AK,1996,7.5
AK_1997,AK,1997,6.9
AK_1998,AK,1998,6.4
AK_1999,AK,1999,6.3
AK_2000,AK,2000,6.4
AK_2001,AK,2001,6.5
AK_2002,AK,2002,7.5
AK_2003,AK,2003,7.8
AK_2004,AK,2004,7.3
AK_2005,AK,2005,6.9
AK_2006,AK,2006,6.5
AK_2007,AK,2007,6.4
AK_2008,AK,2008,6.8
AK_2009,AK,2009,8
AK_2010,AK,2010,7.8
AK_2011,AK,2011,7.5
AK_2012,AK,2012,7
AK_2013,AK,2013,7
AK_2014,AK,2014,6.7
AK_2015,AK,2015,6.6
AK_2016,AK,2016,7
AK_2017,AK,2017,7.2
AZ_1976,AZ,1976,9.3
AZ_1977,AZ,1977,7.6
AZ_1978,AZ,1978,5.7
AZ_1979,AZ,1979,4.9
AZ_1980,AZ,1980,6.7
AZ_1981,AZ,1981,6.6
AZ_1982,AZ,1982,11.4
AZ_1983,AZ,1983,7
AZ_1984,AZ,1984,5.2
AZ_1985,AZ,1985,6.5
AZ_1986,AZ,1986,7.2
AZ_1987,AZ,1987,6.2
AZ_1988,AZ,1988,6.3
AZ_1989,AZ,1989,5.1
AZ_1990,AZ,1990,5.2
AZ_1991,AZ,1991,6.8
AZ_1992,AZ,1992,7.3
AZ_1993,AZ,1993,6.1
AZ_1994,AZ,1994,6
AZ_1995,AZ,1995,5.3
AZ_1996,AZ,1996,5.6
AZ_1997,AZ,1997,4.3
AZ_1998,AZ,1998,4.4
AZ_1999,AZ,1999,4.3
AZ_2000,AZ,2000,3.9
AZ_2001,AZ,2001,5.4
AZ_2002,AZ,2002,6.1
AZ_2003,AZ,2003,5.6
AZ_2004,AZ,2004,4.8
AZ_2005,AZ,2005,4.6
AZ_2006,AZ,2006,4
AZ_2007,AZ,2007,3.9
AZ_2008,AZ,2008,7.3
AZ_2009,AZ,2009,10.8
AZ_2010,AZ,2010,10.1
AZ_2011,AZ,2011,9.2
AZ_2012,AZ,2012,8
AZ_2013,AZ,2013,7.6
AZ_2014,AZ,2014,6.6
AZ_2015,AZ,2015,5.8
AZ_2016,AZ,2016,5.2
AZ_2017,AZ,2017,4.7
AR_1976,AR,1976,6.6
AR_1977,AR,1977,6.4
AR_1978,AR,1978,6.4
AR_1979,AR,1979,6.1
AR_1980,AR,1980,8.2
AR_1981,AR,1981,9
AR_1982,AR,1982,10.1
AR_1983,AR,1983,9.5
AR_1984,AR,1984,8.6
AR_1985,AR,1985,8.7
AR_1986,AR,1986,8.5
AR_1987,AR,1987,7.9
AR_1988,AR,1988,7.4
AR_1989,AR,1989,6.8
AR_1990,AR,1990,7.1
AR_1991,AR,1991,7.4
AR_1992,AR,1992,6.8
AR_1993,AR,1993,5.9
AR_1994,AR,1994,5.1
AR_1995,AR,1995,4.9
AR_1996,AR,1996,5.3
AR_1997,AR,1997,5.2
AR_1998,AR,1998,5.1
AR_1999,AR,1999,4.5
AR_2000,AR,2000,4.3
AR_2001,AR,2001,5.2
AR_2002,AR,2002,5.4
AR_2003,AR,2003,6
AR_2004,AR,2004,5.6
AR_2005,AR,2005,5.1
AR_2006,AR,2006,5.3
AR_2007,AR,2007,5.4
AR_2008,AR,2008,6.1
AR_2009,AR,2009,8
AR_2010,AR,2010,8.3
AR_2011,AR,2011,8
AR_2012,AR,2012,7.5
AR_2013,AR,2013,7
AR_2014,AR,2014,5.7
AR_2015,AR,2015,4.5
AR_2016,AR,2016,3.8
AR_2017,AR,2017,3.7
CA_1976,CA,1976,9.3
CA_1977,CA,1977,7.8
CA_1978,CA,1978,6.8
CA_1979,CA,1979,6.2
CA_1980,CA,1980,7.1
CA_1981,CA,1981,7.8
CA_1982,CA,1982,10.7
CA_1983,CA,1983,8.9
CA_1984,CA,1984,7.5
CA_1985,CA,1985,7
CA_1986,CA,1986,6.6
CA_1987,CA,1987,5.5
CA_1988,CA,1988,5.3
CA_1989,CA,1989,5.2
CA_1990,CA,1990,6.4
CA_1991,CA,1991,8
CA_1992,CA,1992,9.7
CA_1993,CA,1993,9.3
CA_1994,CA,1994,8.2
CA_1995,CA,1995,7.9
CA_1996,CA,1996,6.9
CA_1997,CA,1997,6.1
CA_1998,CA,1998,5.9
CA_1999,CA,1999,5.1
CA_2000,CA,2000,4.8
CA_2001,CA,2001,6
CA_2002,CA,2002,6.7
CA_2003,CA,2003,6.7
CA_2004,CA,2004,5.9
CA_2005,CA,2005,5.3
CA_2006,CA,2006,4.9
CA_2007,CA,2007,5.7
CA_2008,CA,2008,8.3
CA_2009,CA,2009,11.8
CA_2010,CA,2010,12.3
CA_2011,CA,2011,11.5
CA_2012,CA,2012,9.9
CA_2013,CA,2013,8.6
CA_2014,CA,2014,7.1
CA_2015,CA,2015,5.8
CA_2016,CA,2016,5.4
CA_2017,CA,2017,4.5
CO_1976,CO,1976,6.2
CO_1977,CO,1977,6.1
CO_1978,CO,1978,5.1
CO_1979,CO,1979,4.8
CO_1980,CO,1980,6.4
CO_1981,CO,1981,5.6
CO_1982,CO,1982,8.3
CO_1983,CO,1983,6
CO_1984,CO,1984,5.6
CO_1985,CO,1985,6.3
CO_1986,CO,1986,8.1
CO_1987,CO,1987,7
CO_1988,CO,1988,6.1
CO_1989,CO,1989,5.5
CO_1990,CO,1990,5.1
CO_1991,CO,1991,5.5
CO_1992,CO,1992,6.1
CO_1993,CO,1993,4.9
CO_1994,CO,1994,3.8
CO_1995,CO,1995,4.2
CO_1996,CO,1996,4.1
CO_1997,CO,1997,3.3
CO_1998,CO,1998,3.5
CO_1999,CO,1999,3
CO_2000,CO,2000,2.8
CO_2001,CO,2001,4.7
CO_2002,CO,2002,5.6
CO_2003,CO,2003,5.9
CO_2004,CO,2004,5.3
CO_2005,CO,2005,4.8
CO_2006,CO,2006,4.1
CO_2007,CO,2007,3.9
CO_2008,CO,2008,5.4
CO_2009,CO,2009,7.8
CO_2010,CO,2010,8.9
CO_2011,CO,2011,8.2
CO_2012,CO,2012,7.7
CO_2013,CO,2013,6.4
CO_2014,CO,2014,4.4
CO_2015,CO,2015,3.6
CO_2016,CO,2016,3.1
CO_2017,CO,2017,3
CT_1976,CT,1976,8.8
CT_1977,CT,1977,6.4
CT_1978,CT,1978,5.1
CT_1979,CT,1979,5
CT_1980,CT,1980,6.2
CT_1981,CT,1981,6.2
CT_1982,CT,1982,7
CT_1983,CT,1983,5.3
CT_1984,CT,1984,4.7
CT_1985,CT,1985,4.4
CT_1986,CT,1986,3.7
CT_1987,CT,1987,3.2
CT_1988,CT,1988,3.1
CT_1989,CT,1989,4.3
CT_1990,CT,1990,5.3
CT_1991,CT,1991,7.2
CT_1992,CT,1992,7.6
CT_1993,CT,1993,6
CT_1994,CT,1994,5.6
CT_1995,CT,1995,5.3
CT_1996,CT,1996,5.7
CT_1997,CT,1997,4.4
CT_1998,CT,1998,3.2
CT_1999,CT,1999,2.8
CT_2000,CT,2000,2.2
CT_2001,CT,2001,3.3
CT_2002,CT,2002,5
CT_2003,CT,2003,5.4
CT_2004,CT,2004,4.8
CT_2005,CT,2005,4.8
CT_2006,CT,2006,4.3
CT_2007,CT,2007,4.7
CT_2008,CT,2008,6.3
CT_2009,CT,2009,8.5
CT_2010,CT,2010,9.2
CT_2011,CT,2011,8.5
CT_2012,CT,2012,8.4
CT_2013,CT,2013,7.5
CT_2014,CT,2014,6.3
CT_2015,CT,2015,5.6
CT_2016,CT,2016,4.9
CT_2017,CT,2017,4.5
DE_1976,DE,1976,9.7
DE_1977,DE,1977,7.7
DE_1978,DE,1978,7.2
DE_1979,DE,1979,7.2
DE_1980,DE,1980,7.9
DE_1981,DE,1981,8.1
DE_1982,DE,1982,8.1
DE_1983,DE,1983,7.4
DE_1984,DE,1984,6.2
DE_1985,DE,1985,4.6
DE_1986,DE,1986,3.7
DE_1987,DE,1987,3.1
DE_1988,DE,1988,3.3
DE_1989,DE,1989,3.7
DE_1990,DE,1990,6.3
DE_1991,DE,1991,5.7
DE_1992,DE,1992,5.2
DE_1993,DE,1993,5.3
DE_1994,DE,1994,4.3
DE_1995,DE,1995,4.6
DE_1996,DE,1996,5.3
DE_1997,DE,1997,3.6
DE_1998,DE,1998,3.5
DE_1999,DE,1999,3.5
DE_2000,DE,2000,3.9
DE_2001,DE,2001,3.5
DE_2002,DE,2002,3.9
DE_2003,DE,2003,4.1
DE_2004,DE,2004,4.1
DE_2005,DE,2005,4.3
DE_2006,DE,2006,3.4
DE_2007,DE,2007,3.5
DE_2008,DE,2008,6
DE_2009,DE,2009,8.6
DE_2010,DE,2010,8.2
DE_2011,DE,2011,7.3
DE_2012,DE,2012,7.3
DE_2013,DE,2013,6.3
DE_2014,DE,2014,5.4
DE_2015,DE,2015,4.7
DE_2016,DE,2016,4.5
DE_2017,DE,2017,4.5
FL_1976,FL,1976,8.9
FL_1977,FL,1977,7.5
FL_1978,FL,1978,6.6
FL_1979,FL,1979,5.7
FL_1980,FL,1980,6.4
FL_1981,FL,1981,7
FL_1982,FL,1982,9
FL_1983,FL,1983,7.7
FL_1984,FL,1984,6.2
FL_1985,FL,1985,5.8
FL_1986,FL,1986,5.8
FL_1987,FL,1987,5.2
FL_1988,FL,1988,5.2
FL_1989,FL,1989,5.7
FL_1990,FL,1990,6.5
FL_1991,FL,1991,7.9
FL_1992,FL,1992,8
FL_1993,FL,1993,6.9
FL_1994,FL,1994,6.1
FL_1995,FL,1995,5.6
FL_1996,FL,1996,5
FL_1997,FL,1997,4.6
FL_1998,FL,1998,4.2
FL_1999,FL,1999,3.8
FL_2000,FL,2000,3.7
FL_2001,FL,2001,5.8
FL_2002,FL,2002,5.4
FL_2003,FL,2003,5
FL_2004,FL,2004,4.5
FL_2005,FL,2005,3.4
FL_2006,FL,2006,3.3
FL_2007,FL,2007,4.4
FL_2008,FL,2008,7.4
FL_2009,FL,2009,11
FL_2010,FL,2010,11
FL_2011,FL,2011,9.5
FL_2012,FL,2012,8.1
FL_2013,FL,2013,6.8
FL_2014,FL,2014,6
FL_2015,FL,2015,5.2
FL_2016,FL,2016,4.8
FL_2017,FL,2017,3.9
GA_1976,GA,1976,8.1
GA_1977,GA,1977,6.3
GA_1978,GA,1978,5.8
GA_1979,GA,1979,5
GA_1980,GA,1980,6.3
GA_1981,GA,1981,6.7
GA_1982,GA,1982,8.2
GA_1983,GA,1983,7.2
GA_1984,GA,1984,6.1
GA_1985,GA,1985,6.1
GA_1986,GA,1986,6
GA_1987,GA,1987,5.8
GA_1988,GA,1988,5.5
GA_1989,GA,1989,5.5
GA_1990,GA,1990,5.8
GA_1991,GA,1991,4.7
GA_1992,GA,1992,6.9
GA_1993,GA,1993,5.8
GA_1994,GA,1994,4.8
GA_1995,GA,1995,4.9
GA_1996,GA,1996,4.8
GA_1997,GA,1997,4.3
GA_1998,GA,1998,4.2
GA_1999,GA,1999,3.9
GA_2000,GA,2000,3.4
GA_2001,GA,2001,4.5
GA_2002,GA,2002,5
GA_2003,GA,2003,4.5
GA_2004,GA,2004,5
GA_2005,GA,2005,5.3
GA_2006,GA,2006,4.6
GA_2007,GA,2007,4.8
GA_2008,GA,2008,7.3
GA_2009,GA,2009,10.4
GA_2010,GA,2010,10.6
GA_2011,GA,2011,10.1
GA_2012,GA,2012,8.8
GA_2013,GA,2013,7.8
GA_2014,GA,2014,6.8
GA_2015,GA,2015,5.6
GA_2016,GA,2016,5.4
GA_2017,GA,2017,4.5
HI_1976,HI,1976,8.6
HI_1977,HI,1977,7.8
HI_1978,HI,1978,6.8
HI_1979,HI,1979,5.7
HI_1980,HI,1980,5.2
HI_1981,HI,1981,5.6
HI_1982,HI,1982,6.2
HI_1983,HI,1983,5.9
HI_1984,HI,1984,5.8
HI_1985,HI,1985,5.4
HI_1986,HI,1986,4.3
HI_1987,HI,1987,3.6
HI_1988,HI,1988,3.2
HI_1989,HI,1989,2.5
HI_1990,HI,1990,2.6
HI_1991,HI,1991,3.1
HI_1992,HI,1992,4.8
HI_1993,HI,1993,4.5
HI_1994,HI,1994,5.6
HI_1995,HI,1995,6.1
HI_1996,HI,1996,6.3
HI_1997,HI,1997,6.1
HI_1998,HI,1998,6.1
HI_1999,HI,1999,5.1
HI_2000,HI,2000,4
HI_2001,HI,2001,4.9
HI_2002,HI,2002,3.8
HI_2003,HI,2003,4.2
HI_2004,HI,2004,3.2
HI_2005,HI,2005,2.8
HI_2006,HI,2006,2.4
HI_2007,HI,2007,3
HI_2008,HI,2008,5.2
HI_2009,HI,2009,7.3
HI_2010,HI,2010,6.9
HI_2011,HI,2011,6.9
HI_2012,HI,2012,5.4
HI_2013,HI,2013,4.8
HI_2014,HI,2014,4.1
HI_2015,HI,2015,3.3
HI_2016,HI,2016,2.9
HI_2017,HI,2017,2.1
ID_1976,ID,1976,5.6
ID_1977,ID,1977,5.7
ID_1978,ID,1978,5.8
ID_1979,ID,1979,5.8
ID_1980,ID,1980,7.7
ID_1981,ID,1981,8.5
ID_1982,ID,1982,10
ID_1983,ID,1983,8.3
ID_1984,ID,1984,7.4
ID_1985,ID,1985,8
ID_1986,ID,1986,8.5
ID_1987,ID,1987,7.2
ID_1988,ID,1988,5.7
ID_1989,ID,1989,5.2
ID_1990,ID,1990,5.7
ID_1991,ID,1991,6.2
ID_1992,ID,1992,6.4
ID_1993,ID,1993,5.7
ID_1994,ID,1994,5.5
ID_1995,ID,1995,5.4
ID_1996,ID,1996,5.2
ID_1997,ID,1997,5.1
ID_1998,ID,1998,5.1
ID_1999,ID,1999,4.8
ID_2000,ID,2000,4.8
ID_2001,ID,2001,5.3
ID_2002,ID,2002,5.4
ID_2003,ID,2003,5.5
ID_2004,ID,2004,4.8
ID_2005,ID,2005,3.8
ID_2006,ID,2006,3.3
ID_2007,ID,2007,3.2
ID_2008,ID,2008,6.3
ID_2009,ID,2009,9.3
ID_2010,ID,2010,8.8
ID_2011,ID,2011,8
ID_2012,ID,2012,6.8
ID_2013,ID,2013,5.7
ID_2014,ID,2014,4.6
ID_2015,ID,2015,4.1
ID_2016,ID,2016,3.6
ID_2017,ID,2017,3
IL_1976,IL,1976,6.6
IL_1977,IL,1977,6.4
IL_1978,IL,1978,5.7
IL_1979,IL,1979,5.8
IL_1980,IL,1980,8.9
IL_1981,IL,1981,8.6
IL_1982,IL,1982,12.6
IL_1983,IL,1983,10.6
IL_1984,IL,1984,8.8
IL_1985,IL,1985,9.1
IL_1986,IL,1986,7.9
IL_1987,IL,1987,7.1
IL_1988,IL,1988,6.4
IL_1989,IL,1989,6.3
IL_1990,IL,1990,6.4
IL_1991,IL,1991,7.9
IL_1992,IL,1992,7.3
IL_1993,IL,1993,7.1
IL_1994,IL,1994,5.4
IL_1995,IL,1995,5.2
IL_1996,IL,1996,5.1
IL_1997,IL,1997,4.7
IL_1998,IL,1998,4.5
IL_1999,IL,1999,4.4
IL_2000,IL,2000,4.4
IL_2001,IL,2001,5.7
IL_2002,IL,2002,6.5
IL_2003,IL,2003,6.8
IL_2004,IL,2004,6.1
IL_2005,IL,2005,5.5
IL_2006,IL,2006,4.4
IL_2007,IL,2007,5.3
IL_2008,IL,2008,6.9
IL_2009,IL,2009,11
IL_2010,IL,2010,9.8
IL_2011,IL,2011,9.9
IL_2012,IL,2012,9
IL_2013,IL,2013,8.8
IL_2014,IL,2014,6.4
IL_2015,IL,2015,5.9
IL_2016,IL,2016,5.6
IL_2017,IL,2017,4.9
IN_1976,IN,1976,5.8
IN_1977,IN,1977,5.8
IN_1978,IN,1978,5.5
IN_1979,IN,1979,7.4
IN_1980,IN,1980,9.8
IN_1981,IN,1981,10.4
IN_1982,IN,1982,12.4
IN_1983,IN,1983,10.5
IN_1984,IN,1984,8.3
IN_1985,IN,1985,7.2
IN_1986,IN,1986,6.7
IN_1987,IN,1987,5.8
IN_1988,IN,1988,5.3
IN_1989,IN,1989,5.2
IN_1990,IN,1990,5.4
IN_1991,IN,1991,5.7
IN_1992,IN,1992,6.5
IN_1993,IN,1993,4.6
IN_1994,IN,1994,4.7
IN_1995,IN,1995,4.6
IN_1996,IN,1996,3.6
IN_1997,IN,1997,3.6
IN_1998,IN,1998,3.2
IN_1999,IN,1999,3.2
IN_2000,IN,2000,2.9
IN_2001,IN,2001,4.9
IN_2002,IN,2002,5
IN_2003,IN,2003,5.4
IN_2004,IN,2004,5.5
IN_2005,IN,2005,5.4
IN_2006,IN,2006,5
IN_2007,IN,2007,4.6
IN_2008,IN,2008,6.9
IN_2009,IN,2009,10.6
IN_2010,IN,2010,9.9
IN_2011,IN,2011,9.2
IN_2012,IN,2012,8.3
IN_2013,IN,2013,7
IN_2014,IN,2014,5.7
IN_2015,IN,2015,4.5
IN_2016,IN,2016,4.2
IN_2017,IN,2017,3.5
IA_1976,IA,1976,3.9
IA_1977,IA,1977,3.9
IA_1978,IA,1978,3.9
IA_1979,IA,1979,4.4
IA_1980,IA,1980,6.6
IA_1981,IA,1981,7.1
IA_1982,IA,1982,8.8
IA_1983,IA,1983,7.4
IA_1984,IA,1984,7.1
IA_1985,IA,1985,7.4
IA_1986,IA,1986,6.3
IA_1987,IA,1987,5.2
IA_1988,IA,1988,4.3
IA_1989,IA,1989,4.3
IA_1990,IA,1990,4.5
IA_1991,IA,1991,4.6
IA_1992,IA,1992,4.3
IA_1993,IA,1993,3.9
IA_1994,IA,1994,3.4
IA_1995,IA,1995,3.4
IA_1996,IA,1996,3.5
IA_1997,IA,1997,3
IA_1998,IA,1998,2.8
IA_1999,IA,1999,2.5
IA_2000,IA,2000,2.8
IA_2001,IA,2001,3.5
IA_2002,IA,2002,4
IA_2003,IA,2003,4.5
IA_2004,IA,2004,4.6
IA_2005,IA,2005,4.2
IA_2006,IA,2006,3.7
IA_2007,IA,2007,3.7
IA_2008,IA,2008,4.7
IA_2009,IA,2009,6.5
IA_2010,IA,2010,5.9
IA_2011,IA,2011,5.5
IA_2012,IA,2012,5
IA_2013,IA,2013,4.5
IA_2014,IA,2014,4.1
IA_2015,IA,2015,3.7
IA_2016,IA,2016,3.6
IA_2017,IA,2017,2.9
KS_1976,KS,1976,4.1
KS_1977,KS,1977,3.7
KS_1978,KS,1978,3
KS_1979,KS,1979,3.3
KS_1980,KS,1980,4.7
KS_1981,KS,1981,4.4
KS_1982,KS,1982,7
KS_1983,KS,1983,5.3
KS_1984,KS,1984,4.8
KS_1985,KS,1985,5.2
KS_1986,KS,1986,5.3
KS_1987,KS,1987,4.6
KS_1988,KS,1988,4.5
KS_1989,KS,1989,4.1
KS_1990,KS,1990,4.6
KS_1991,KS,1991,4.2
KS_1992,KS,1992,4.6
KS_1993,KS,1993,5
KS_1994,KS,1994,4.9
KS_1995,KS,1995,4.1
KS_1996,KS,1996,4.2
KS_1997,KS,1997,3.6
KS_1998,KS,1998,3.5
KS_1999,KS,1999,3.3
KS_2000,KS,2000,3.8
KS_2001,KS,2001,4.5
KS_2002,KS,2002,5.1
KS_2003,KS,2003,5.7
KS_2004,KS,2004,5.3
KS_2005,KS,2005,4.9
KS_2006,KS,2006,4.3
KS_2007,KS,2007,4.3
KS_2008,KS,2008,5
KS_2009,KS,2009,7.2
KS_2010,KS,2010,7
KS_2011,KS,2011,6.3
KS_2012,KS,2012,5.6
KS_2013,KS,2013,5.1
KS_2014,KS,2014,4.3
KS_2015,KS,2015,4
KS_2016,KS,2016,4.1
KS_2017,KS,2017,3.5
KY_1976,KY,1976,5.2
KY_1977,KY,1977,4.8
KY_1978,KY,1978,5.2
KY_1979,KY,1979,5.8
KY_1980,KY,1980,8.8
KY_1981,KY,1981,9
KY_1982,KY,1982,11.4
KY_1983,KY,1983,10.8
KY_1984,KY,1984,8.8
KY_1985,KY,1985,9.6
KY_1986,KY,1986,9.4
KY_1987,KY,1987,7.9
KY_1988,KY,1988,7.3
KY_1989,KY,1989,6.1
KY_1990,KY,1990,6.3
KY_1991,KY,1991,7.3
KY_1992,KY,1992,6.9
KY_1993,KY,1993,5.7
KY_1994,KY,1994,5.3
KY_1995,KY,1995,5.5
KY_1996,KY,1996,5.6
KY_1997,KY,1997,4.9
KY_1998,KY,1998,4.6
KY_1999,KY,1999,4.4
KY_2000,KY,2000,4.2
KY_2001,KY,2001,5.7
KY_2002,KY,2002,5.7
KY_2003,KY,2003,6
KY_2004,KY,2004,5.2
KY_2005,KY,2005,6.1
KY_2006,KY,2006,5.7
KY_2007,KY,2007,5.4
KY_2008,KY,2008,7.3
KY_2009,KY,2009,10.6
KY_2010,KY,2010,10
KY_2011,KY,2011,9.1
KY_2012,KY,2012,8.1
KY_2013,KY,2013,7.9
KY_2014,KY,2014,5.7
KY_2015,KY,2015,5.3
KY_2016,KY,2016,5.2
KY_2017,KY,2017,4.6
LA_1976,LA,1976,7
LA_1977,LA,1977,7.4
LA_1978,LA,1978,6.1
LA_1979,LA,1979,7.1
LA_1980,LA,1980,7.1
LA_1981,LA,1981,8.8
LA_1982,LA,1982,10.8
LA_1983,LA,1983,10.9
LA_1984,LA,1984,10.5
LA_1985,LA,1985,11.9
LA_1986,LA,1986,13.1
LA_1987,LA,1987,11.8
LA_1988,LA,1988,10.4
LA_1989,LA,1989,6.6
LA_1990,LA,1990,6.7
LA_1991,LA,1991,7.3
LA_1992,LA,1992,8.1
LA_1993,LA,1993,7.8
LA_1994,LA,1994,7.6
LA_1995,LA,1995,6.7
LA_1996,LA,1996,6.4
LA_1997,LA,1997,5.7
LA_1998,LA,1998,5.7
LA_1999,LA,1999,5.1
LA_2000,LA,2000,5.6
LA_2001,LA,2001,6
LA_2002,LA,2002,6.2
LA_2003,LA,2003,6.2
LA_2004,LA,2004,5.9
LA_2005,LA,2005,11.2
LA_2006,LA,2006,4.3
LA_2007,LA,2007,4.1
LA_2008,LA,2008,5.6
LA_2009,LA,2009,7.2
LA_2010,LA,2010,8.3
LA_2011,LA,2011,7.6
LA_2012,LA,2012,6.7
LA_2013,LA,2013,6.2
LA_2014,LA,2014,7
LA_2015,LA,2015,6
LA_2016,LA,2016,6
LA_2017,LA,2017,4.7
ME_1976,ME,1976,8.7
ME_1977,ME,1977,7.7
ME_1978,ME,1978,6.3
ME_1979,ME,1979,6.9
ME_1980,ME,1980,8
ME_1981,ME,1981,7.4
ME_1982,ME,1982,8.5
ME_1983,ME,1983,7.7
ME_1984,ME,1984,5.8
ME_1985,ME,1985,5.4
ME_1986,ME,1986,5.2
ME_1987,ME,1987,4.2
ME_1988,ME,1988,3.7
ME_1989,ME,1989,4.5
ME_1990,ME,1990,6.2
ME_1991,ME,1991,7.1
ME_1992,ME,1992,7.1
ME_1993,ME,1993,7.4
ME_1994,ME,1994,6.7
ME_1995,ME,1995,5.7
ME_1996,ME,1996,4.9
ME_1997,ME,1997,4.9
ME_1998,ME,1998,4.4
ME_1999,ME,1999,3.8
ME_2000,ME,2000,3.3
ME_2001,ME,2001,4.1
ME_2002,ME,2002,4.5
ME_2003,ME,2003,5
ME_2004,ME,2004,4.7
ME_2005,ME,2005,4.8
ME_2006,ME,2006,4.7
ME_2007,ME,2007,4.9
ME_2008,ME,2008,6.2
ME_2009,ME,2009,8.2
ME_2010,ME,2010,8.1
ME_2011,ME,2011,7.7
ME_2012,ME,2012,7.3
ME_2013,ME,2013,6.3
ME_2014,ME,2014,5.3
ME_2015,ME,2015,4
ME_2016,ME,2016,3.7
ME_2017,ME,2017,3.2
MD_1976,MD,1976,6.8
MD_1977,MD,1977,6.1
MD_1978,MD,1978,5.5
MD_1979,MD,1979,5.7
MD_1980,MD,1980,6.8
MD_1981,MD,1981,7.7
MD_1982,MD,1982,8.2
MD_1983,MD,1983,6.3
MD_1984,MD,1984,5.2
MD_1985,MD,1985,4.3
MD_1986,MD,1986,4.7
MD_1987,MD,1987,4.3
MD_1988,MD,1988,4.1
MD_1989,MD,1989,3.8
MD_1990,MD,1990,5.2
MD_1991,MD,1991,6.3
MD_1992,MD,1992,6.6
MD_1993,MD,1993,6
MD_1994,MD,1994,5
MD_1995,MD,1995,5.1
MD_1996,MD,1996,4.9
MD_1997,MD,1997,4.9
MD_1998,MD,1998,4.1
MD_1999,MD,1999,3.4
MD_2000,MD,2000,3.6
MD_2001,MD,2001,4.5
MD_2002,MD,2002,4.3
MD_2003,MD,2003,4.4
MD_2004,MD,2004,4.2
MD_2005,MD,2005,4
MD_2006,MD,2006,3.9
MD_2007,MD,2007,3.4
MD_2008,MD,2008,5
MD_2009,MD,2009,7.4
MD_2010,MD,2010,7.6
MD_2011,MD,2011,7.2
MD_2012,MD,2012,6.9
MD_2013,MD,2013,6.3
MD_2014,MD,2014,5.6
MD_2015,MD,2015,4.8
MD_2016,MD,2016,4.4
MD_2017,MD,2017,4
MA_1976,MA,1976,8.9
MA_1977,MA,1977,7.2
MA_1978,MA,1978,6
MA_1979,MA,1979,5.3
MA_1980,MA,1980,5.7
MA_1981,MA,1981,7
MA_1982,MA,1982,7.7
MA_1983,MA,1983,6.2
MA_1984,MA,1984,4.3
MA_1985,MA,1985,3.9
MA_1986,MA,1986,3.9
MA_1987,MA,1987,3
MA_1988,MA,1988,3.4
MA_1989,MA,1989,4.6
MA_1990,MA,1990,7.1
MA_1991,MA,1991,8.8
MA_1992,MA,1992,8.3
MA_1993,MA,1993,6.6
MA_1994,MA,1994,5.8
MA_1995,MA,1995,5.1
MA_1996,MA,1996,4.2
MA_1997,MA,1997,3.7
MA_1998,MA,1998,3.2
MA_1999,MA,1999,3.2
MA_2000,MA,2000,2.6
MA_2001,MA,2001,4.2
MA_2002,MA,2002,5.5
MA_2003,MA,2003,5.7
MA_2004,MA,2004,4.9
MA_2005,MA,2005,4.9
MA_2006,MA,2006,4.9
MA_2007,MA,2007,4.5
MA_2008,MA,2008,6.2
MA_2009,MA,2009,8.7
MA_2010,MA,2010,8
MA_2011,MA,2011,6.9
MA_2012,MA,2012,6.7
MA_2013,MA,2013,6.5
MA_2014,MA,2014,5.5
